#pid	conf	gene_ids	eids	pathfinders	sif_edges
p153	0.903000	YFR028C|YLR096W|YDR328C|CDC14RD31	edge14626|edge11811|edge13201	paths	YFR028C u YLR096W|YLR096W u YDR328C|YDR328C d CDC14RD31
p154	0.910000	YFR028C|YBL103C|YOL051W|CDC14RD41	edge21539|edge2387|edge15496	paths	YFR028C u YBL103C|YBL103C u YOL051W|YOL051W d CDC14RD41
p155	0.005000	YLR113W|YLL019C|YDL028C|HOG1IA45	edge21630|edge7654|edge22342	paths	YLR113W u YLL019C|YLL019C u YDL028C|YDL028C d HOG1IA45
p156	0.903000	YFR028C|YLR096W|YIR010W|CDC14RD31	edge14626|edge10225|edge10935	paths	YFR028C u YLR096W|YLR096W u YIR010W|YIR010W d CDC14RD31
p157	0.898000	YLR113W|YPL082C|YJR090C|HOG1ID47	edge1194|edge26835|edge216	paths	YLR113W u YPL082C|YPL082C u YJR090C|YJR090C d HOG1ID47
p158	0.898000	YFR028C|YPL242C|YBR160W|CDC14RD41	edge15064|edge4629|edge16507	paths	YFR028C u YPL242C|YPL242C u YBR160W|YBR160W d CDC14RD41
p159	0.000000	YFR028C|YBR152W|YJL092W|CDC14RD32	edge11647|edge22944|edge22552	paths	YFR028C u YBR152W|YBR152W u YJL092W|YJL092W d CDC14RD32
p160	0.920000	YFR028C|YLR096W|YKL145W|CDC14RA40	edge14626|edge10588|edge4373	paths	YFR028C u YLR096W|YLR096W d YKL145W|YKL145W d CDC14RA40
p161	0.903000	YFR028C|YLR096W|YIR010W|CDC14RD35	edge14626|edge10225|edge20923	paths	YFR028C u YLR096W|YLR096W u YIR010W|YIR010W d CDC14RD35
p162	0.900000	YFR028C|YKL139W|YOL113W|CDC14ID22	edge3054|edge5263|edge2335	paths	YFR028C u YKL139W|YKL139W u YOL113W|YOL113W d CDC14ID22
p163	0.919000	YLR113W|YKL009W|YPL078C|HOG1ID42	edge4172|edge86|edge23141	paths	YLR113W d YKL009W|YKL009W u YPL078C|YPL078C d HOG1ID42
p164	0.902000	YFR028C|YBR289W|NPR8|YNL298W|CDC14RD36	edge3564|edge3067|edge18660|edge19162	paths	YFR028C u YBR289W|YBR289W d NPR8|NPR8 d YNL298W|YNL298W d CDC14RD36
p165	0.048000	YLR113W|YDR172W|YNL255C|HOG1ID46	edge12654|edge11116|edge139	paths	YLR113W u YDR172W|YDR172W u YNL255C|YNL255C d HOG1ID46
p166	0.000000	YFR028C|YPR091C|YBR010W|CDC14RD36	edge25192|edge14201|edge8830	paths	YFR028C u YPR091C|YPR091C u YBR010W|YBR010W d CDC14RD36
p167	0.865000	YFR028C|YLR347C|YHR186C|CDC14RD31	edge22860|edge12173|edge6468	paths	YFR028C u YLR347C|YLR347C u YHR186C|YHR186C d CDC14RD31
p168	0.949000	YLR113W|YER112W|HOG1ID46	edge745|edge3318	paths	YLR113W d YER112W|YER112W d HOG1ID46
p169	0.087000	YFR028C|YGR103W|YOR340C|CDC14RD31	edge1454|edge25562|edge25978	paths	YFR028C u YGR103W|YGR103W u YOR340C|YOR340C d CDC14RD31
p170	0.048000	YLR113W|YDR172W|YNL255C|HOG1ID42	edge12654|edge11116|edge17360	paths	YLR113W u YDR172W|YDR172W u YNL255C|YNL255C d HOG1ID42
