sif_style	Annotation	count	etype	matchType	matchType	filenames
YIL075C (u) YLR382C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR382C (u) YIL075C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR477W (d) YER162C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YLR314C (u) YNL093W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL093W (u) YLR314C		1.0	ppi			rewired-BG-network-289_2_bgnet
CDC14RD32 (d) YAL031C		1.0			Constituent	NaCl_module_edges_Randomized_2
YDR388W (u) YOR098C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR098C (u) YDR388W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL194W (u) YJR144W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJR144W (u) YJL194W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR251W (u) YPL256C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL256C (u) YGR251W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR057W (u) YOR141C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR141C (u) YOR057W		1.0	ppi			rewired-BG-network-289_2_bgnet
Q0080 (u) YDR130C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR130C (u) Q0080		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR159W (u) YNL255C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL255C (u) YDR159W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL087C (u) YKL117W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL117W (u) YDL087C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR468C (u) YJL006C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL006C (u) YDR468C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR098C (u) YJL041W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL041W (u) YDR098C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL122W (u) YMR001C		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR001C (u) YJL122W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL016C (u) YKL062W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL062W (u) YKL016C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR010W (u) YGR021W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR021W (u) YBR010W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL031C (d) YDL020C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YBR010W (u) YBR289W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR289W (u) YBR010W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL031C (d) YJR022W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YCL067C (u) YDR099W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR099W (u) YCL067C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL095W (d) YHR133C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YKL166C (d) YER023W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YNL031C (u) YPR032W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR032W (u) YNL031C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR432W (u) YJL166W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL166W (u) YDR432W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR054C (u) YNL207W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL207W (u) YDR054C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR217C (u) YLR026C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR026C (u) YDR217C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR477W (u) YPL218W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL218W (u) YDR477W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR293C (u) YLR127C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR127C (u) YDR293C		1.0	ppi			rewired-BG-network-289_2_bgnet
YAR007C (u) YOR083W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR083W (u) YAR007C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR430W (u) YPR103W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR103W (u) YLR430W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL077C (u) YPL150W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL150W (u) YDL077C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR096W (d) YGR186W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
NPR12 (d) YMR140W		1.0			Constituent	NaCl_module_edges_Randomized_2
YFR014C (d) YDR448W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YHL007C (d) YMR241W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YGR005C (d) YPR165W		1.0	proteolyticprocessing			rewired-BG-network-289_2_bgnet
YBR009C (u) YGL119W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL119W (u) YBR009C		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL155C (u) YOL034W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL034W (u) YKL155C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR145W (u) YNR009W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNR009W (u) YLR145W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL136C (u) YLR270W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR270W (u) YJL136C		1.0	ppi			rewired-BG-network-289_2_bgnet
YER174C (u) YOL127W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL127W (u) YER174C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL220C (u) YNL245C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL245C (u) YDL220C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR203C (u) YML091C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML091C (u) YLR203C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL042C (u) YOR061W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR061W (u) YDL042C		1.0	ppi			rewired-BG-network-289_2_bgnet
TLCAAA (u) YML093W		1.0	ppi			rewired-BG-network-289_2_bgnet
YML093W (u) TLCAAA		1.0	ppi			rewired-BG-network-289_2_bgnet
YFR027W (u) YKL175W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL175W (u) YFR027W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL176C (u) YLR018C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR018C (u) YJL176C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML001W (u) YNL161W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL161W (u) YML001W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL153W (u) YPL129W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL129W (u) YGL153W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL140W (u) YML026C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML026C (u) YJL140W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL108W (d) CDC14RD36		1.0			Shared_Interaction	NaCl_module_edges_Randomized_2
YBR111WA (u) YLR326W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR326W (u) YBR111WA		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR293C (u) YGL001C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL001C (u) YDR293C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL095W (d) YLR128W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YEL054C (u) YPR147C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR147C (u) YEL054C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR126W (u) YNL007C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL007C (u) YGR126W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL093C (u) YKL074C		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL074C (u) YIL093C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL112C (u) YOL044W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL044W (u) YGL112C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR438CA (u) YOL072W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL072W (u) YLR438CA		1.0	ppi			rewired-BG-network-289_2_bgnet
YAL056W (u) YDR323C		1.0	given_gasch			rewired-BG-network-289_2_bgnet
YDR323C (u) YAL056W		1.0	given_gasch			rewired-BG-network-289_2_bgnet
YHR052W (u) YLL039C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLL039C (u) YHR052W		1.0	ppi			rewired-BG-network-289_2_bgnet
YAL016W (u) YGL115W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL115W (u) YAL016W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR172W (u) YOL006C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL006C (u) YDR172W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL155C (u) YNL107W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YNL107W (u) YIL155C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YAL059W (u) YDR211W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR211W (u) YAL059W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL076W (u) YNR054C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNR054C (u) YIL076W		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR216C (d) YOR157C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YDL087C (u) YLL036C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLL036C (u) YDL087C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL151W (u) YOR098C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR098C (u) YGL151W		1.0	ppi			rewired-BG-network-289_2_bgnet
YAL032C (u) YPR187W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR187W (u) YAL032C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR218W (u) YLR352W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR352W (u) YGR218W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR167W (u) YPL218W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL218W (u) YDR167W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL008W (u) YJL146W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL146W (u) YDL008W		1.0	ppi			rewired-BG-network-289_2_bgnet
NPI2 (d) YFL007W		1.0			Constituent	NaCl_module_edges_Randomized_2
YKL057C (u) YLR452C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR452C (u) YKL057C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL187C (d) YMR307W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YDL132W (u) YJR158W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJR158W (u) YDL132W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR436W (u) YML114C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML114C (u) YDR436W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL145W (u) YNR009W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNR009W (u) YKL145W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR007C (u) YPL131W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL131W (u) YOR007C		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL139W (u) YPL169C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL169C (u) YKL139W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR189W (u) YML103C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML103C (u) YBR189W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR156W (u) YNL182C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL182C (u) YGR156W		1.0	ppi			rewired-BG-network-289_2_bgnet
YHR135C (d) YHR077C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YJR059W (d) YLR113W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YDR195W (u) YML073C		1.0	ppi			rewired-BG-network-289_2_bgnet
YML073C (u) YDR195W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR084W (u) YDR489W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR489W (u) YBR084W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL210W (u) YGR184C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR184C (u) YDL210W		1.0	ppi			rewired-BG-network-289_2_bgnet
YCL009C (u) YLR293C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR293C (u) YCL009C		1.0	ppi			rewired-BG-network-289_2_bgnet
YFR027W (d) YGR274C		1.0	acetylation			rewired-BG-network-289_2_bgnet
TDGUCK (u) YBR098W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR098W (u) TDGUCK		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL135W (u) YNL124W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL124W (u) YGL135W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR172C (u) YJR082C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJR082C (u) YGR172C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR267C (u) YOR063W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR063W (u) YGR267C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBL003C (u) YLL024C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLL024C (u) YBL003C		1.0	ppi			rewired-BG-network-289_2_bgnet
YER138C (u) YIL115C		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL115C (u) YER138C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR363WA (u) YIL053W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL053W (u) YDR363WA		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL076C (u) YLR291C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR291C (u) YGL076C		1.0	ppi			rewired-BG-network-289_2_bgnet
YIR006C (u) YJR053W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJR053W (u) YIR006C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL092W (u) YOR119C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR119C (u) YJL092W		1.0	ppi			rewired-BG-network-289_2_bgnet
YER151C (u) YJL095W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL095W (u) YER151C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL147C (u) YOL087C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL087C (u) YGL147C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR142C (u) YNL271C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL271C (u) YDR142C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR120C (d) NPR15		1.0			Shared_Interaction	NaCl_module_edges_Randomized_2
YHR027C (u) YOL005C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL005C (u) YHR027C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR092W (d) YLR026C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
PDE2RA76 (d) YFR024CA		1.0			Constituent	NaCl_module_edges_Randomized_2
YBR170C (u) YNL209W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL209W (u) YBR170C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR180C (u) YOL018C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL018C (u) YGR180C		1.0	ppi			rewired-BG-network-289_2_bgnet
YER155C (u) YOR269W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR269W (u) YER155C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL161W (d) YGL105W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
NPI1 (d) YMR153W		1.0			Constituent	NaCl_module_edges_Randomized_2
YKL166C (u) YPR119W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR119W (u) YKL166C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL147W (u) YGL075C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL075C (u) YDL147W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR203C (u) YMR033W		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR033W (u) YLR203C		1.0	ppi			rewired-BG-network-289_2_bgnet
YAL041W (u) YPR119W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR119W (u) YAL041W		1.0	ppi			rewired-BG-network-289_2_bgnet
YCR089W (u) YNL307C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL307C (u) YCR089W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR214W (u) YMR047C		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR047C (u) YDR214W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR244W (d) YER107C		1.0	acetylation			rewired-BG-network-289_2_bgnet
YGL059W (d) YML127W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YML037C (d) NPR13		1.0			Shared_Interaction	NaCl_module_edges_Randomized_2
YLR022C (u) YOL051W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL051W (u) YLR022C		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL135C (u) YLR183C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR183C (u) YIL135C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBL016W (u) YOR270C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR270C (u) YBL016W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR272C (u) YKL181W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL181W (u) YBR272C		1.0	ppi			rewired-BG-network-289_2_bgnet
YKR022C (u) YPL078C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL078C (u) YKR022C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR283C (u) YGR140W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR140W (u) YDR283C		1.0	ppi			rewired-BG-network-289_2_bgnet
YFR046C (u) YJL121C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL121C (u) YFR046C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR089CA (u) YKL089W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL089W (u) YBR089CA		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR102C (u) YOR374W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YOR374W (u) YMR102C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YDR073W (u) YLR145W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR145W (u) YDR073W		1.0	ppi			rewired-BG-network-289_2_bgnet
YCL028W (u) YMR316W		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR316W (u) YCL028W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR029C (u) YPL269W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YPL269W (u) YBR029C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YNL243W (u) YPR183W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YPR183W (u) YNL243W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
HOG1RD56 (d) YEL046C		1.0			Constituent	NaCl_module_edges_Randomized_2
YBR080C (u) YGR103W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR103W (u) YBR080C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR477W (d) YHR165C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YBR200W (u) YPR030W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR030W (u) YBR200W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL115C (u) YLR069C		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR069C (u) YDL115C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL141C (d) YPR028W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YJL083W (u) YMR086W		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR086W (u) YJL083W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR304C (d) YIL075C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YDL188C (u) YNL191W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL191W (u) YDL188C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR096W (u) YKL053CA		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL053CA (u) YGR096W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKR067W (u) YPL042C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YPL042C (u) YKR067W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YGR021W (u) YPL016W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL016W (u) YGR021W		1.0	ppi			rewired-BG-network-289_2_bgnet
YHR079C (d) YJR111C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YJL076W (d) NPI6		1.0			Shared_Interaction	NaCl_module_edges_Randomized_2
YJL128C (u) YPL219W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL219W (u) YJL128C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR142W (u) YPR108W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPR108W (u) YGR142W		1.0	ppi			rewired-BG-network-289_2_bgnet
NPR11 (d) YML117W		1.0			Constituent	NaCl_module_edges_Randomized_2
YDR150W (u) YNL098C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL098C (u) YDR150W		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL164C (d) YHR081W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YGR092W (d) YDL039C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YHR077C (u) YOR290C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR290C (u) YHR077C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR216W (u) YOR327C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR327C (u) YDR216W		1.0	ppi			rewired-BG-network-289_2_bgnet
YER054C (u) YIR001C		1.0	ppi			rewired-BG-network-289_2_bgnet
YIR001C (u) YER054C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL203W (d) YKR094C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YLL039C (u) YLR182W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR182W (u) YLL039C		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL153W (u) YOR206W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR206W (u) YIL153W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR254C (u) YFL048C		1.0	ppi			rewired-BG-network-289_2_bgnet
YFL048C (u) YBR254C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR009C (u) YER148W		1.0	ppi			rewired-BG-network-289_2_bgnet
YER148W (u) YBR009C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR190C (u) YOR206W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR206W (u) YDR190C		1.0	ppi			rewired-BG-network-289_2_bgnet
YER169W (d) YDR362C		1.0	demethylation			rewired-BG-network-289_2_bgnet
YGL061C (u) YJL090C		1.0	ppi			rewired-BG-network-289_2_bgnet
YJL090C (u) YGL061C		1.0	ppi			rewired-BG-network-289_2_bgnet
YHR119W (u) YOR047C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR047C (u) YHR119W		1.0	ppi			rewired-BG-network-289_2_bgnet
YDL116W (u) YNL161W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL161W (u) YDL116W		1.0	ppi			rewired-BG-network-289_2_bgnet
YEL054C (u) YNL031C		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL031C (u) YEL054C		1.0	ppi			rewired-BG-network-289_2_bgnet
YDR214W (u) YHR166C		1.0	ppi			rewired-BG-network-289_2_bgnet
YHR166C (u) YDR214W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL001C (u) YKL106W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YKL106W (u) YKL001C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YHL034C (u) YIL116W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL116W (u) YHL034C		1.0	ppi			rewired-BG-network-289_2_bgnet
YAL043C (u) YFL004W		1.0	ppi			rewired-BG-network-289_2_bgnet
YFL004W (u) YAL043C		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR010W (u) YNL220W		1.0	ppi			rewired-BG-network-289_2_bgnet
YNL220W (u) YBR010W		1.0	ppi			rewired-BG-network-289_2_bgnet
YKL203C (d) CX52		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YDL117W (u) YOR267C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR267C (u) YDL117W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBL104C (u) YGR173W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR173W (u) YBL104C		1.0	ppi			rewired-BG-network-289_2_bgnet
YER015W (u) YPL181W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YPL181W (u) YER015W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YFR019W (u) YLR291C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YLR291C (u) YFR019W		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YNL225C (d) YDR144C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YBL016W (d) YKL166C		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YDR162C (u) YPL213W		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL213W (u) YDR162C		1.0	ppi			rewired-BG-network-289_2_bgnet
YFR014C (d) YGL158W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YGL158W (u) YOR063W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR063W (u) YGL158W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR017C (u) YOR275C		1.0	ppi			rewired-BG-network-289_2_bgnet
YOR275C (u) YBR017C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGL025C (u) YGR239C		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR239C (u) YGL025C		1.0	ppi			rewired-BG-network-289_2_bgnet
YEL029C (u) YOL045W		1.0	ppi			rewired-BG-network-289_2_bgnet
YOL045W (u) YEL029C		1.0	ppi			rewired-BG-network-289_2_bgnet
Q0250 (u) YIL113W		1.0	ppi			rewired-BG-network-289_2_bgnet
YIL113W (u) Q0250		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR348C (u) YOL012C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YOL012C (u) YLR348C		1.0	metabolic_pathway			rewired-BG-network-289_2_bgnet
YHR084W (u) YMR026C		1.0	ppi			rewired-BG-network-289_2_bgnet
YMR026C (u) YHR084W		1.0	ppi			rewired-BG-network-289_2_bgnet
YBR108W (d) CDC14RD31		1.0			Shared_Interaction	NaCl_module_edges_Randomized_2
YJL095W (u) YPL133C		1.0	ppi			rewired-BG-network-289_2_bgnet
YPL133C (u) YJL095W		1.0	ppi			rewired-BG-network-289_2_bgnet
YLR449W (u) YML094W		1.0	ppi			rewired-BG-network-289_2_bgnet
YML094W (u) YLR449W		1.0	ppi			rewired-BG-network-289_2_bgnet
YGR092W (d) YNL186W		1.0	kinase_substrate			rewired-BG-network-289_2_bgnet
YBR201W (u) YPR165W		1.0	ppi			rewired-BG-network-289_2_bgnet
