matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Constituent	npr8	YKL166C	1	0	Kinase	
Constituent	npr8	YLR310C	1	0		
Constituent	npr8	YLR410W	1	0		
Constituent	npr8	YNL074C	1	0		
Constituent	npr8	YNL298W	1	0	Kinase	
Constituent	npr8	YOR219C	1	0		
Constituent	npr8	YPL032C	1	0		
Constituent	npr8	YPL085W	1	0		
Constituent	pde2ra65	YJL020C	1	0		
Constituent	pde2ra65	YML016C	1	0	Phosphatase	
Constituent	pde2ra65	YBR130C	1	0		
Constituent	pde2ra65	YHR097C	1	0		
Constituent	pde2ra65	YKL181W	1	0		
Constituent	pde2ra65	YNL098C	1	0		
Constituent	cdc14rd31	YER155C	1	0		
Constituent	cdc14rd31	YGL021W	1	0	Kinase	
Constituent	cdc14rd31	YGR008C	1	0		
Constituent	cdc14rd31	YHR082C	1	0	Kinase	
Constituent	cdc14rd31	YIL135C	1	0	Yes	
Constituent	cdc14rd31	YKL101W	1	0	Kinase	
Constituent	cdc14rd31	YLR096W	1	0	Kinase	
Constituent	cdc14rd31	YLR371W	1	0		
Constituent	cdc14rd31	YNR031C	1	0	Kinase	
Constituent	cdc14rd31	YOR008C	1	0		
Constituent	cdc14rd31	YOR070C	1	0		
Constituent	cdc14rd31	YER088C	1	0		
Constituent	hog1rd52	YNL027W	1	0		
Constituent	hog1rd52	YER088C	1	0		
Constituent	npr9	YAL017W	1	0	Kinase	
Constituent	npr9	YBR001C	1	0		
Constituent	npr9	YBR028C	1	0	Kinase	
Constituent	npr9	YBR157C	1	0		
Constituent	npr9	YBR225W	1	0		
Constituent	npr9	YBR235W	1	0		
Constituent	npr9	YCL010C	1	0		
Constituent	npr9	YCL011C	1	0		
Constituent	npr9	YCR023C	1	0		
Constituent	npr9	YCR077C	1	0		
Constituent	npr9	YDL105W	1	0		
Constituent	npr9	YDL189W	1	0		
Constituent	npr9	YDR001C	1	0		
Constituent	npr9	YDR005C	1	0		
Constituent	npr9	YDR207C	1	0		
Constituent	npr9	YDR227W	1	0		
Constituent	npr9	YDR293C	1	0	Yes	
Constituent	npr9	YDR422C	1	0		
Constituent	npr9	YDR436W	1	0	Phosphatase	
Constituent	npr9	YER088C	1	0		
Constituent	npr9	YER093C	1	0		
Constituent	npr9	YER114C	1	0		
Constituent	npr9	YER132C	1	0		
Constituent	npr9	YFL004W	1	0		
Constituent	npr9	YFL042C	1	0		
Constituent	npr9	YFR034C	1	0		
Constituent	npr9	YGL197W	1	0		
Constituent	npr9	YHL003C	1	0		
Constituent	npr9	YHR009C	1	0		
Constituent	npr9	YHR082C	1	0	Kinase	
Constituent	npr9	YHR117W	1	0		
Constituent	npr9	YIL047C	1	0		
Constituent	npr9	YIL074C	1	0		
Constituent	npr9	YJL005W	1	0		
Constituent	npr9	YJL020C	1	0		
Constituent	npr9	YJL042W	1	0		
Constituent	npr9	YJL084C	1	0		
Constituent	npr9	YJL146W	1	0		
Constituent	npr9	YJR001W	1	0		
Constituent	npr9	YJR049C	1	0		
Constituent	npr9	YKL008C	1	0		
Constituent	npr9	YKL064W	1	0		
Constituent	npr9	YKL088W	1	0		
Constituent	npr9	YKL185W	1	0		
Constituent	npr9	YKR031C	1	0		
Constituent	npr9	YLL018C	1	0		
Constituent	npr9	YLL029W	1	0		
Constituent	npr9	YLR045C	1	0		
Constituent	npr9	YLR190W	1	0		
Constituent	npr9	YLR219W	1	0		
Constituent	npr9	YLR259C	1	0		
Constituent	npr9	YLR319C	1	0		
Constituent	npr9	YLR371W	1	0		
Constituent	npr9	YLR410W	1	0		
Constituent	npr9	YMR037C	1	0		
Constituent	npr9	YMR219W	1	0		
Constituent	npr9	YNL076W	1	0		
Constituent	npr9	YNL167C	1	0		
Constituent	npr9	YOL081W	1	0		
Constituent	npr9	YOR018W	1	0		
Constituent	npr9	YOR093C	1	0		
Constituent	npr9	YOR156C	1	0		
Constituent	npr9	YOR324C	1	0		
Constituent	npr9	YOR352W	1	0		
Constituent	npr9	YPL019C	1	0		
Constituent	npr9	YPR032W	1	0		
Constituent	npr9	YPR091C	1	0		
Constituent	pde2ra66	YKL140W	1	0		
Constituent	pde2ra66	YLL015W	1	0		
Constituent	cdc14rd37	YGR278W	1	0		
Constituent	cdc14rd37	YHL023C	1	0		
Constituent	cdc14rd37	YLR257W	1	0		
Constituent	cdc14rd37	YML029W	1	0		
Constituent	cdc14rd37	YOR204W	1	0		
Constituent	cdc14rd37	YPR095C	1	0		
Constituent	hog1rd56	YBL085W	1	0		
Constituent	hog1rd56	YDR006C	1	0		
Constituent	hog1rd56	YDR379W	1	0		
Constituent	hog1rd56	YJL128C	1	0	Kinase	
Constituent	hog1rd56	YEL046C	1	0		
Constituent	hog1rd56	YIL129C	1	0		
Constituent	npr14	YAL031C	1	0		
Constituent	npr14	YBL051C	1	0		
Constituent	npr14	YBL085W	1	0		
Constituent	npr14	YDL070W	1	0		
Constituent	npr14	YDR186C	1	0		
Constituent	npr14	YDR326C	1	0		
Constituent	npr14	YEL015W	1	0		
Constituent	npr14	YEL022W	1	0		
Constituent	npr14	YER088C	1	0		
Constituent	npr14	YER129W	1	0	Kinase	
Constituent	npr14	YER155C	1	0		
Constituent	npr14	YGL178W	1	0		
Constituent	npr14	YGR196C	1	0		
Constituent	npr14	YGR237C	1	0		
Constituent	npr14	YHR102W	1	0	Kinase	
Constituent	npr14	YHR159W	1	0		
Constituent	npr14	YIL129C	1	0		
Constituent	npr14	YIL159W	1	0		
Constituent	npr14	YKL176C	1	0		
Constituent	npr14	YLR190W	1	0		
Constituent	npr14	YLR309C	1	0		
Constituent	npr14	YLR405W	1	0		
Constituent	npr14	YML017W	1	0		
Constituent	npr14	YMR086W	1	0		
Constituent	npr14	YMR261C	1	0		
Constituent	npr14	YMR275C	1	0		
Constituent	npr14	YNL267W	1	0		
Constituent	npr14	YNL271C	1	0		
Constituent	npr14	YOL059W	1	0		
Constituent	npr14	YPL020C	1	0		
Constituent	npr14	YPL137C	1	0		
Constituent	npr14	YPL155C	1	0		
Constituent	npr14	YPR185W	1	0		
Constituent	npr14	YPR190C	1	0		
Constituent	pde2ra71	YDR310C	1	0		
Constituent	pde2ra71	YIL047C	1	0		
Constituent	pde2ra71	YKL112W	1	0		
Constituent	pde2ra71	YOR204W	1	0		
Constituent	pde2ra71	YPR095C	1	0		
Constituent	pde2rd72	YEL046C	1	0		
Constituent	pde2rd72	YIL129C	1	0		
Constituent	cdc14ra34	YDL022W	1	0		
Constituent	cdc14ra34	YML072C	1	0		
Constituent	cdc14ra34	YOR153W	1	0		
Constituent	cdc14rd36	YCR002C	1	0		
Constituent	cdc14rd36	YEL032W	1	0		
Constituent	cdc14rd36	YER008C	1	0		
Constituent	cdc14rd36	YER155C	1	0		
Constituent	cdc14rd36	YFR048W	1	0		
Constituent	cdc14rd36	YKL101W	1	0	Kinase	
Constituent	cdc14rd36	YML029W	1	0		
Constituent	cdc14rd36	YOR093C	1	0		
Constituent	cdc14rd36	YOR153W	1	0		
Constituent	cdc14rd36	YPR042C	1	0		
Constituent	cdc14rd36	YPR156C	1	0		
Constituent	npr13	YBL007C	1	0		
Constituent	npr13	YBL051C	1	0		
Constituent	npr13	YBL054W	1	0		
Constituent	npr13	YDL022W	1	0		
Constituent	npr13	YDR182W	1	0		
Constituent	npr13	YDR293C	1	0		
Constituent	npr13	YDR348C	1	0		
Constituent	npr13	YDR389W	1	0		
Constituent	npr13	YDR436W	1	0	Phosphatase	
Constituent	npr13	YDR496C	1	0		
Constituent	npr13	YEL032W	1	0		
Constituent	npr13	YFL016C	1	0		
Constituent	npr13	YGL021W	1	0	Kinase	
Constituent	npr13	YGR054W	1	0		
Constituent	npr13	YGR138C	1	0	Yes	
Constituent	npr13	YHL008C	1	0		
Constituent	npr13	YIL047C	1	0		
Constituent	npr13	YJR049C	1	0		
Constituent	npr13	YKL126W	1	0	Kinase	
Constituent	npr13	YLL028W	1	0	Yes	
Constituent	npr13	YLR287CA	1	0		
Constituent	npr13	YML072C	1	0		
Constituent	npr13	YMR295C	1	0		
Constituent	npr13	YNR008W	1	0		
Constituent	npr13	YOL081W	1	0		
Constituent	npr13	YPL019C	1	0		
Constituent	npr13	YPR156C	1	0	Yes	
Constituent	pde2ra70	YER155C	1	0		
Constituent	pde2ra70	YIL084C	1	0		
Constituent	pde2ra70	YIL095W	1	0	Kinase	
Constituent	pde2ra70	YLR138W	1	0		
Constituent	pde2ra70	YOL059W	1	0		
Constituent	pde2ra70	YPR156C	1	0		
Constituent	pde2ra70	YPL019C	1	0		
Constituent	cdc14rd32	YBL007C	1	0		
Constituent	cdc14rd32	YDL022W	1	0		
Constituent	cdc14rd32	YDR186C	1	0		
Constituent	cdc14rd32	YJL134W	1	0		
Constituent	cdc14rd32	YPR042C	1	0		
Constituent	cdc14rd32	YAL031C	1	0		
Constituent	cdc14rd32	YGR004W	1	0		
Constituent	cdc14rd32	YLR436C	1	0		
Constituent	hog1ra51	YOR175C	1	0		
Constituent	hog1ra51	YJR059W	1	0	Kinase	
Constituent	hog1ra51	YLR436C	1	0		
Constituent	hog1ra51	YOR204W	1	0		
Constituent	hog1rd53	YDL201W	1	0		
Constituent	hog1rd53	YLR206W	1	0		
Constituent	hog1rd53	YNR008W	1	0		
Constituent	hog1rd53	YOL013C	1	0		
Constituent	hog1rd53	YPL070W	1	0		
Constituent	npr10	YBL007C	1	0		
Constituent	npr10	YDL022W	1	0		
Constituent	npr10	YDR001C	1	0		
Constituent	npr10	YDR108W	1	0		
Constituent	npr10	YDR186C	1	0		
Constituent	npr10	YDR326C	1	0		
Constituent	npr10	YER040W	1	0		
Constituent	npr10	YER111C	1	0		
Constituent	npr10	YER157W	1	0		
Constituent	npr10	YFR016C	1	0		
Constituent	npr10	YFR017C	1	0		
Constituent	npr10	YGR100W	1	0		
Constituent	npr10	YGR161C	1	0		
Constituent	npr10	YHL003C	1	0		
Constituent	npr10	YHR005C	1	0		
Constituent	npr10	YHR016C	1	0		
Constituent	npr10	YHR131C	1	0		
Constituent	npr10	YIR010W	1	0		
Constituent	npr10	YJL084C	1	0		
Constituent	npr10	YJR005W	1	0		
Constituent	npr10	YJR059W	1	0	Kinase|Yes
Constituent	npr10	YKL146W	1	0		
Constituent	npr10	YKL168C	1	0	Kinase	
Constituent	npr10	YKR090W	1	0		
Constituent	npr10	YLL043W	1	0		
Constituent	npr10	YLR386W	1	0		
Constituent	npr10	YMR261C	1	0		
Constituent	npr10	YNL027W	1	0		
Constituent	npr10	YNL299W	1	0		
Constituent	npr10	YNR008W	1	0		
Constituent	npr10	YNR039C	1	0		
Constituent	npr10	YNR047W	1	0	Kinase	
Constituent	npr10	YOR204W	1	0		
Constituent	npr10	YPL020C	1	0		
Constituent	npr10	YPL085W	1	0		
Constituent	npr10	YPL137C	1	0		
Constituent	pde2ra67	YGL140C	1	0		
Constituent	pde2ra67	YGL181W	1	0		
Constituent	pde2ra67	YHL003C	1	0		
Constituent	pde2ra67	YHR103W	1	0		
Constituent	pde2ra67	YJL165C	1	0	Kinase	
Constituent	pde2ra67	YML119W	1	0		
Constituent	pde2ra67	YAL031C	1	0		
Constituent	pde2ra67	YBL007C	1	0		
Constituent	pde2ra67	YGR004W	1	0		
Constituent	pde2ra67	YJR059W	1	0	Kinase	
Constituent	pde2ra67	YLR436C	1	0		
Constituent	pde2ra67	YOR204W	1	0		
Shared_Interaction	YAL005C	npr10	1	0		
Shared_Interaction	YAL013W	npi3	1	0		
Shared_Interaction	YAL017W	npr16	1	0		
Shared_Interaction	YAL021C	hog1id49	1	0		
Shared_Interaction	YAL035W	npr10	1	0		
Shared_Interaction	YAL043C	hog1id44	1	0		
Shared_Interaction	YAL059W	npi5	1	0		
Shared_Interaction	YAR002W	npr9	1	0		
Shared_Interaction	YBL005W	npr9	1	0		
Shared_Interaction	YBL011W	npr10	1	0		
Shared_Interaction	YBL016W	hog1rd55	1	0		
Shared_Interaction	YBL023C	npr17	1	0		
Shared_Interaction	YBL026W	npr17	1	0		
Shared_Interaction	YBL097W	npr12	1	0		
Shared_Interaction	YBR010W	npr16	1	0		
Shared_Interaction	YBR010W	cdc14rd36	1	0		
Shared_Interaction	YBR010W	npr17	1	0		
Shared_Interaction	YBR020W	npr14	1	0		
Shared_Interaction	YBR041W	cdc14rd31	1	0		
Shared_Interaction	YBR041W	npi5	1	0		
Shared_Interaction	YBR097W	npr12	1	0		
Shared_Interaction	YBR123C	npr11	1	0		
Shared_Interaction	YBR127C	npr13	1	0		
Shared_Interaction	YBR160W	hog1rd54	1	0		
Shared_Interaction	YBR160W	pde2ra74	1	0		
Shared_Interaction	YBR160W	cdc14rd41	1	0		
Shared_Interaction	YBR169C	npi5	1	0		
Shared_Interaction	YBR285W	npi1	1	0		
Shared_Interaction	YBR289W	npr8	1	0		
Shared_Interaction	YCL024W	npi6	1	0		
Shared_Interaction	YCL028W	npr11	1	0		
Shared_Interaction	YCR008W	pde2id61	1	0		
Shared_Interaction	YCR008W	hog1id48	1	0		
Shared_Interaction	YDL028C	hog1ia45	1	0		
Shared_Interaction	YDL042C	cdc14rd36	1	0		
Shared_Interaction	YDL043C	npi3	1	0		
Shared_Interaction	YDL087C	npr8	1	0		
Shared_Interaction	YDL108W	pde2ra67	1	0		
Shared_Interaction	YDL147W	hog1id47	1	0		
Shared_Interaction	YDL147W	pde2ra67	1	0		
Shared_Interaction	YDL147W	npr10	1	0		
Shared_Interaction	YDL156W	npi3	1	0		
Shared_Interaction	YDL159W	npr17	1	0		
Shared_Interaction	YDL184C	hog1id42	1	0		
Shared_Interaction	YDL192W	npi4	1	0		
Shared_Interaction	YDL192W	npr11	1	0		
Shared_Interaction	YDL195W	npr9	1	0		
Shared_Interaction	YDR013W	npr8	1	0		
Shared_Interaction	YDR013W	npr17	1	0		
Shared_Interaction	YDR075W	pde2ra76	1	0		
Shared_Interaction	YDR091C	npr13	1	0		
Shared_Interaction	YDR128W	hog1id48	1	0		
Shared_Interaction	YDR145W	npr8	1	0		
Shared_Interaction	YDR152W	cdc14rd31	1	0		
Shared_Interaction	YDR188W	npr9	1	0		
Shared_Interaction	YDR188W	npr17	1	0		
Shared_Interaction	YDR207C	npi5	1	0		
Shared_Interaction	YDR216W	npi5	1	0		
Shared_Interaction	YDR225W	pde2ra68	1	0		
Shared_Interaction	YDR240C	pde2ra76	1	0		
Shared_Interaction	YDR240C	npr17	1	0		
Shared_Interaction	YDR240C	npr12	1	0		
Shared_Interaction	YDR244W	cdc14id21	1	0		
Shared_Interaction	YDR247W	npr10	1	0		
Shared_Interaction	YDR260C	npr7	1	0		
Shared_Interaction	YDR260C	npr17	1	0		
Shared_Interaction	YDR261C	npr17	1	0		
Shared_Interaction	YDR293C	pde2ra67	1	0		
Shared_Interaction	YDR303C	npr17	1	0		
Shared_Interaction	YDR303C	npr12	1	0		
Shared_Interaction	YDR323C	pde2ra67	1	0		
Shared_Interaction	YDR328C	hog1rd57	1	0		
Shared_Interaction	YDR328C	cdc14rd31	1	0		
Shared_Interaction	YDR341C	npi5	1	0		
Shared_Interaction	YDR341C	npi3	1	0		
Shared_Interaction	YDR363WA	npr15	1	0		
Shared_Interaction	YDR365C	npr8	1	0		
Shared_Interaction	YDR365C	npi1	1	0		
Shared_Interaction	YDR368W	npi3	1	0		
Shared_Interaction	YDR378C	pde2ra67	1	0		
Shared_Interaction	YDR382W	npr17	1	0		
Shared_Interaction	YDR388W	cdc14rd31	1	0		
Shared_Interaction	YDR432W	npr7	1	0		
Shared_Interaction	YDR440W	npi1	1	0		
Shared_Interaction	YDR448W	npi1	1	0		
Shared_Interaction	YDR466W	hog1id47	1	0		
Shared_Interaction	YDR466W	npr12	1	0		
Shared_Interaction	YDR468C	npi5	1	0		
Shared_Interaction	YDR477W	cdc14ra40	1	0		
Shared_Interaction	YDR507C	npr7	1	0		
Shared_Interaction	YDR507C	pde2id63	1	0		
Shared_Interaction	YDR523C	npr7	1	0		
Shared_Interaction	YEL034W	npi3	1	0		
Shared_Interaction	YER006W	hog1id48	1	0		
Shared_Interaction	YER008C	npr12	1	0		
Shared_Interaction	YER021W	npr17	1	0		
Shared_Interaction	YER022W	pde2ra67	1	0		
Shared_Interaction	YER022W	cdc14rd32	1	0		
Shared_Interaction	YER022W	npr7	1	0		
Shared_Interaction	YER032W	npr7	1	0		
Shared_Interaction	YER032W	npi5	1	0		
Shared_Interaction	YER064C	npi3	1	0		
Shared_Interaction	YER099C	npi3	1	0		
Shared_Interaction	YER112W	hog1id46	1	0		
Shared_Interaction	YER129W	npr8	1	0		
Shared_Interaction	YER133W	cdc14rd30	1	0		
Shared_Interaction	YER133W	cdc14ra40	1	0		
Shared_Interaction	YER155C	npr16	1	0		
Shared_Interaction	YFL009W	npr7	1	0		
Shared_Interaction	YFL016C	npr9	1	0		
Shared_Interaction	YFL023W	npi3	1	0		
Shared_Interaction	YFL049W	npi3	1	0		
Shared_Interaction	YFR004W	pde2ra69	1	0		
Shared_Interaction	YFR014C	cdc14rd31	1	0		
Shared_Interaction	YFR019W	npr15	1	0		
Shared_Interaction	YFR021W	pde2ra68	1	0		
Shared_Interaction	YFR021W	hog1id44	1	0		
Shared_Interaction	YGL008C	npr14	1	0		
Shared_Interaction	YGL019W	hog1ra51	1	0		
Shared_Interaction	YGL019W	pde2ra67	1	0		
Shared_Interaction	YGL048C	pde2ra67	1	0		
Shared_Interaction	YGL059W	pde2ra69	1	0		
Shared_Interaction	YGL059W	npr7	1	0		
Shared_Interaction	YGL059W	pde2ra65	1	0		
Shared_Interaction	YGL059W	cdc14rd30	1	0		
Shared_Interaction	YGL070C	npr17	1	0		
Shared_Interaction	YGL073W	hog1rd56	1	0		
Shared_Interaction	YGL073W	pde2id61	1	0		
Shared_Interaction	YGL093W	npr10	1	0		
Shared_Interaction	YGL111W	npr16	1	0		
Shared_Interaction	YGL115W	npr16	1	0		
Shared_Interaction	YGL153W	hog1id46	1	0		
Shared_Interaction	YGL172W	npi4	1	0		
Shared_Interaction	YGL172W	hog1id48	1	0		
Shared_Interaction	YGL179C	cdc14rd39	1	0		
Shared_Interaction	YGL180W	cdc14rd31	1	0		
Shared_Interaction	YGL181W	npi1	1	0		
Shared_Interaction	YGL181W	hog1id49	1	0		
Shared_Interaction	YGL195W	npi3	1	0		
Shared_Interaction	YGL200C	npr12	1	0		
Shared_Interaction	YGL207W	npr9	1	0		
Shared_Interaction	YGL212W	npi3	1	0		
Shared_Interaction	YGL245W	hog1id46	1	0		
Shared_Interaction	YGL246C	cdc14rd30	1	0		
Shared_Interaction	YGR010W	npr15	1	0		
Shared_Interaction	YGR063C	npr17	1	0		
Shared_Interaction	YGR092W	pde2ra68	1	0		
Shared_Interaction	YGR092W	npi6	1	0		
Shared_Interaction	YGR092W	npi2	1	0		
Shared_Interaction	YGR104C	hog1id47	1	0		
Shared_Interaction	YGR136W	npr9	1	0		
Shared_Interaction	YGR140W	npi5	1	0		
Shared_Interaction	YGR156W	hog1id46	1	0		
Shared_Interaction	YGR156W	npi5	1	0		
Shared_Interaction	YGR156W	npr12	1	0		
Shared_Interaction	YGR158C	npr14	1	0		
Shared_Interaction	YGR166W	npi5	1	0		
Shared_Interaction	YGR172C	pde2ra70	1	0		
Shared_Interaction	YGR179C	npi1	1	0		
Shared_Interaction	YGR179C	hog1id44	1	0		
Shared_Interaction	YGR186W	npr8	1	0		
Shared_Interaction	YGR232W	hog1id46	1	0		
Shared_Interaction	YGR238C	npi5	1	0		
Shared_Interaction	YGR245C	cdc14rd30	1	0		
Shared_Interaction	YGR246C	npr12	1	0		
Shared_Interaction	YGR268C	hog1rd57	1	0		
Shared_Interaction	YHL004W	cdc14ra40	1	0		
Shared_Interaction	YHL004W	npr14	1	0		
Shared_Interaction	YHL007C	cdc14id21	1	0		
Shared_Interaction	YHL020C	npi3	1	0		
Shared_Interaction	YHL027W	npi1	1	0		
Shared_Interaction	YHL027W	npi5	1	0		
Shared_Interaction	YHL030W	npi1	1	0		
Shared_Interaction	YHR027C	cdc14ra40	1	0		
Shared_Interaction	YHR027C	npr12	1	0		
Shared_Interaction	YHR052W	hog1id46	1	0		
Shared_Interaction	YHR084W	cdc14id21	1	0		
Shared_Interaction	YHR084W	pde2ra67	1	0		
Shared_Interaction	YHR084W	npi1	1	0		
Shared_Interaction	YHR084W	hog1id44	1	0		
Shared_Interaction	YHR105W	npr9	1	0		
Shared_Interaction	YHR119W	hog1rd57	1	0		
Shared_Interaction	YHR121W	npi3	1	0		
Shared_Interaction	YHR135C	cdc14rd31	1	0		
Shared_Interaction	YHR135C	pde2ra70	1	0		
Shared_Interaction	YHR143WA	pde2ra67	1	0		
Shared_Interaction	YHR143WA	hog1id42	1	0		
Shared_Interaction	YHR152W	npr10	1	0		
Shared_Interaction	YHR162W	npi3	1	0		
Shared_Interaction	YHR165C	npi5	1	0		
Shared_Interaction	YHR165C	npi4	1	0		
Shared_Interaction	YHR167W	npi3	1	0		
Shared_Interaction	YHR185C	npi3	1	0		
Shared_Interaction	YHR186C	npr8	1	0		
Shared_Interaction	YHR186C	hog1rd57	1	0		
Shared_Interaction	YHR186C	pde2id61	1	0		
Shared_Interaction	YHR186C	pde2ra69	1	0		
Shared_Interaction	YHR186C	cdc14rd31	1	0		
Shared_Interaction	YHR197W	hog1rd57	1	0		
Shared_Interaction	YHR200W	npi5	1	0		
Shared_Interaction	YHR203C	npr9	1	0		
Shared_Interaction	YHR205W	hog1id46	1	0		
Shared_Interaction	YIL004C	cdc14rd41	1	0		
Shared_Interaction	YIL016W	npr9	1	0		
Shared_Interaction	YIL021W	pde2id63	1	0		
Shared_Interaction	YIL021W	npi5	1	0		
Shared_Interaction	YIL021W	cdc14rd30	1	0		
Shared_Interaction	YIL041W	pde2ra67	1	0		
Shared_Interaction	YIL042C	npi3	1	0		
Shared_Interaction	YIL045W	hog1id42	1	0		
Shared_Interaction	YIL062C	cdc14rd30	1	0		
Shared_Interaction	YIL062C	npr12	1	0		
Shared_Interaction	YIL062C	npr9	1	0		
Shared_Interaction	YIL076W	pde2ra69	1	0		
Shared_Interaction	YIL076W	npr17	1	0		
Shared_Interaction	YIL106W	npi3	1	0		
Shared_Interaction	YIL143C	npr13	1	0		
Shared_Interaction	YIL143C	hog1id42	1	0		
Shared_Interaction	YIL162W	hog1rd56	1	0		
Shared_Interaction	YIR006C	npr11	1	0		
Shared_Interaction	YIR010W	hog1id42	1	0		
Shared_Interaction	YIR010W	hog1rd57	1	0		
Shared_Interaction	YIR010W	cdc14rd35	1	0		
Shared_Interaction	YIR010W	cdc14rd31	1	0		
Shared_Interaction	YIR010W	npr12	1	0		
Shared_Interaction	YIR025W	npr12	1	0		
Shared_Interaction	YJL041W	npi1	1	0		
Shared_Interaction	YJL041W	npr7	1	0		
Shared_Interaction	YJL041W	hog1id46	1	0		
Shared_Interaction	YJL072C	npi1	1	0		
Shared_Interaction	YJL092W	cdc14rd32	1	0		
Shared_Interaction	YJL095W	npr8	1	0		
Shared_Interaction	YJL095W	npr17	1	0		
Shared_Interaction	YJL098W	hog1id49	1	0		
Shared_Interaction	YJL098W	npr15	1	0		
Shared_Interaction	YJL098W	npi1	1	0		
Shared_Interaction	YJL122W	cdc14id19	1	0		
Shared_Interaction	YJL122W	hog1id42	1	0		
Shared_Interaction	YJL124C	pde2ra67	1	0		
Shared_Interaction	YJL128C	cdc14id19	1	0		
Shared_Interaction	YJL128C	npi1	1	0		
Shared_Interaction	YJL128C	hog1id42	1	0		
Shared_Interaction	YJL141C	npr16	1	0		
Shared_Interaction	YJL164C	npr17	1	0		
Shared_Interaction	YJL164C	npr12	1	0		
Shared_Interaction	YJL187C	hog1id47	1	0		
Shared_Interaction	YJR005W	npr9	1	0		
Shared_Interaction	YJR046W	npr16	1	0		
Shared_Interaction	YJR076C	hog1id48	1	0		
Shared_Interaction	YJR076C	npr8	1	0		
Shared_Interaction	YJR090C	hog1id47	1	0		
Shared_Interaction	YJR112W	npr12	1	0		
Shared_Interaction	YJR125C	npr16	1	0		
Shared_Interaction	YJR130C	npi3	1	0		
Shared_Interaction	YJR138W	npr12	1	0		
Shared_Interaction	YKL014C	cdc14rd31	1	0		
Shared_Interaction	YKL014C	pde2ra70	1	0		
Shared_Interaction	YKL014C	npi5	1	0		
Shared_Interaction	YKL023W	npi1	1	0		
Shared_Interaction	YKL035W	npr10	1	0		
Shared_Interaction	YKL048C	npr12	1	0		
Shared_Interaction	YKL048C	npr11	1	0		
Shared_Interaction	YKL052C	npr16	1	0		
Shared_Interaction	YKL074C	npr7	1	0		
Shared_Interaction	YKL089W	pde2ra67	1	0		
Shared_Interaction	YKL095W	npr9	1	0		
Shared_Interaction	YKL116C	cdc14rd30	1	0		
Shared_Interaction	YKL145W	cdc14ra40	1	0		
Shared_Interaction	YKL145W	cdc14rd31	1	0		
Shared_Interaction	YKL145W	npi5	1	0		
Shared_Interaction	YKL161C	npr12	1	0		
Shared_Interaction	YKL166C	hog1id46	1	0		
Shared_Interaction	YKL166C	cdc14rd30	1	0		
Shared_Interaction	YKL171W	pde2ra69	1	0		
Shared_Interaction	YKL171W	npr10	1	0		
Shared_Interaction	YKL172W	cdc14rd35	1	0		
Shared_Interaction	YKL172W	npi1	1	0		
Shared_Interaction	YKL173W	npr17	1	0		
Shared_Interaction	YKR002W	npr10	1	0		
Shared_Interaction	YKR014C	npi1	1	0		
Shared_Interaction	YKR036C	npr12	1	0		
Shared_Interaction	YLL008W	hog1ra51	1	0		
Shared_Interaction	YLL008W	npr10	1	0		
Shared_Interaction	YLL008W	pde2ra67	1	0		
Shared_Interaction	YLL024C	npi1	1	0		
Shared_Interaction	YLL036C	npi1	1	0		
Shared_Interaction	YLL036C	pde2ra70	1	0		
Shared_Interaction	YLL039C	pde2ra68	1	0		
Shared_Interaction	YLL045C	npr16	1	0		
Shared_Interaction	YLR002C	npr10	1	0		
Shared_Interaction	YLR006C	npi3	1	0		
Shared_Interaction	YLR009W	npr15	1	0		
Shared_Interaction	YLR025W	npr17	1	0		
Shared_Interaction	YLR025W	npr12	1	0		
Shared_Interaction	YLR026C	hog1id49	1	0		
Shared_Interaction	YLR075W	npr7	1	0		
Shared_Interaction	YLR093C	npr10	1	0		
Shared_Interaction	YLR117C	npi1	1	0		
Shared_Interaction	YLR117C	npr12	1	0		
Shared_Interaction	YLR150W	npi4	1	0		
Shared_Interaction	YLR150W	npi2	1	0		
Shared_Interaction	YLR170C	pde2ra67	1	0		
Shared_Interaction	YLR178C	npi2	1	0		
Shared_Interaction	YLR183C	hog1id49	1	0		
Shared_Interaction	YLR191W	hog1id42	1	0		
Shared_Interaction	YLR229C	npi1	1	0		
Shared_Interaction	YLR229C	hog1id46	1	0		
Shared_Interaction	YLR257W	hog1id46	1	0		
Shared_Interaction	YLR259C	npr10	1	0		
Shared_Interaction	YLR293C	cdc14ra40	1	0		
Shared_Interaction	YLR328W	pde2id64	1	0		
Shared_Interaction	YLR328W	npi5	1	0		
Shared_Interaction	YLR342W	npr17	1	0		
Shared_Interaction	YLR347C	npi3	1	0		
Shared_Interaction	YLR347C	npi1	1	0		
Shared_Interaction	YLR350W	npi5	1	0		
Shared_Interaction	YLR378C	npi5	1	0		
Shared_Interaction	YLR409C	npr16	1	0		
Shared_Interaction	YLR437C	npi3	1	0		
Shared_Interaction	YLR438CA	hog1id46	1	0		
Shared_Interaction	YML001W	pde2id63	1	0		
Shared_Interaction	YML001W	npi1	1	0		
Shared_Interaction	YML001W	npi5	1	0		
Shared_Interaction	YML007W	npr10	1	0		
Shared_Interaction	YML016C	npr17	1	0		
Shared_Interaction	YML037C	npr16	1	0		
Shared_Interaction	YML045WA	npi4	1	0		
