matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Constituent	npr8	YKL166C	1	0	Kinase	
Constituent	npr8	YLR310C	1	0		
Constituent	npr8	YLR410W	1	0		
Constituent	npr8	YNL074C	1	0		
Constituent	npr8	YNL298W	1	0	Kinase	
Constituent	npr8	YOR219C	1	0		
Constituent	npr8	YPL032C	1	0		
Constituent	npr8	YPL085W	1	0		
Constituent	pde2ra65	YJL020C	1	0		
Constituent	pde2ra65	YML016C	1	0	Phosphatase	
Constituent	pde2ra65	YBR130C	1	0		
Constituent	pde2ra65	YHR097C	1	0		
Constituent	pde2ra65	YKL181W	1	0		
Constituent	pde2ra65	YNL098C	1	0		
Constituent	cdc14rd31	YER155C	1	0		
Constituent	cdc14rd31	YGL021W	1	0	Kinase	
Constituent	cdc14rd31	YGR008C	1	0		
Constituent	cdc14rd31	YHR082C	1	0	Kinase	
Constituent	cdc14rd31	YIL135C	1	0	Yes	
Constituent	cdc14rd31	YKL101W	1	0	Kinase	
Constituent	cdc14rd31	YLR096W	1	0	Kinase	
Constituent	cdc14rd31	YLR371W	1	0		
Constituent	cdc14rd31	YNR031C	1	0	Kinase	
Constituent	cdc14rd31	YOR008C	1	0		
Constituent	cdc14rd31	YOR070C	1	0		
Constituent	cdc14rd31	YER088C	1	0		
Constituent	hog1rd52	YNL027W	1	0		
Constituent	hog1rd52	YER088C	1	0		
Constituent	npr9	YAL017W	1	0	Kinase	
Constituent	npr9	YBR001C	1	0		
Constituent	npr9	YBR028C	1	0	Kinase	
Constituent	npr9	YBR157C	1	0		
Constituent	npr9	YBR225W	1	0		
Constituent	npr9	YBR235W	1	0		
Constituent	npr9	YCL010C	1	0		
Constituent	npr9	YCL011C	1	0		
Constituent	npr9	YCR023C	1	0		
Constituent	npr9	YCR077C	1	0		
Constituent	npr9	YDL105W	1	0		
Constituent	npr9	YDL189W	1	0		
Constituent	npr9	YDR001C	1	0		
Constituent	npr9	YDR005C	1	0		
Constituent	npr9	YDR207C	1	0		
Constituent	npr9	YDR227W	1	0		
Constituent	npr9	YDR293C	1	0	Yes	
Constituent	npr9	YDR422C	1	0		
Constituent	npr9	YDR436W	1	0	Phosphatase	
Constituent	npr9	YER088C	1	0		
Constituent	npr9	YER093C	1	0		
Constituent	npr9	YER114C	1	0		
Constituent	npr9	YER132C	1	0		
Constituent	npr9	YFL004W	1	0		
Constituent	npr9	YFL042C	1	0		
Constituent	npr9	YFR034C	1	0		
Constituent	npr9	YGL197W	1	0		
Constituent	npr9	YHL003C	1	0		
Constituent	npr9	YHR009C	1	0		
Constituent	npr9	YHR082C	1	0	Kinase	
Constituent	npr9	YHR117W	1	0		
Constituent	npr9	YIL047C	1	0		
Constituent	npr9	YIL074C	1	0		
Constituent	npr9	YJL005W	1	0		
Constituent	npr9	YJL020C	1	0		
Constituent	npr9	YJL042W	1	0		
Constituent	npr9	YJL084C	1	0		
Constituent	npr9	YJL146W	1	0		
Constituent	npr9	YJR001W	1	0		
Constituent	npr9	YJR049C	1	0		
Constituent	npr9	YKL008C	1	0		
Constituent	npr9	YKL064W	1	0		
Constituent	npr9	YKL088W	1	0		
Constituent	npr9	YKL185W	1	0		
Constituent	npr9	YKR031C	1	0		
Constituent	npr9	YLL018C	1	0		
Constituent	npr9	YLL029W	1	0		
Constituent	npr9	YLR045C	1	0		
Constituent	npr9	YLR190W	1	0		
Constituent	npr9	YLR219W	1	0		
Constituent	npr9	YLR259C	1	0		
Constituent	npr9	YLR319C	1	0		
Constituent	npr9	YLR371W	1	0		
Constituent	npr9	YLR410W	1	0		
Constituent	npr9	YMR037C	1	0		
Constituent	npr9	YMR219W	1	0		
Constituent	npr9	YNL076W	1	0		
Constituent	npr9	YNL167C	1	0		
Constituent	npr9	YOL081W	1	0		
Constituent	npr9	YOR018W	1	0		
Constituent	npr9	YOR093C	1	0		
Constituent	npr9	YOR156C	1	0		
Constituent	npr9	YOR324C	1	0		
Constituent	npr9	YOR352W	1	0		
Constituent	npr9	YPL019C	1	0		
Constituent	npr9	YPR032W	1	0		
Constituent	npr9	YPR091C	1	0		
Constituent	pde2ra66	YKL140W	1	0		
Constituent	pde2ra66	YLL015W	1	0		
Constituent	cdc14rd37	YGR278W	1	0		
Constituent	cdc14rd37	YHL023C	1	0		
Constituent	cdc14rd37	YLR257W	1	0		
Constituent	cdc14rd37	YML029W	1	0		
Constituent	cdc14rd37	YOR204W	1	0		
Constituent	cdc14rd37	YPR095C	1	0		
Constituent	hog1rd56	YBL085W	1	0		
Constituent	hog1rd56	YDR006C	1	0		
Constituent	hog1rd56	YDR379W	1	0		
Constituent	hog1rd56	YJL128C	1	0	Kinase	
Constituent	hog1rd56	YEL046C	1	0		
Constituent	hog1rd56	YIL129C	1	0		
Constituent	npr14	YAL031C	1	0		
Constituent	npr14	YBL051C	1	0		
Constituent	npr14	YBL085W	1	0		
Constituent	npr14	YDL070W	1	0		
Constituent	npr14	YDR186C	1	0		
Constituent	npr14	YDR326C	1	0		
Constituent	npr14	YEL015W	1	0		
Constituent	npr14	YEL022W	1	0		
Constituent	npr14	YER088C	1	0		
Constituent	npr14	YER129W	1	0	Kinase	
Constituent	npr14	YER155C	1	0		
Constituent	npr14	YGL178W	1	0		
Constituent	npr14	YGR196C	1	0		
Constituent	npr14	YGR237C	1	0		
Constituent	npr14	YHR102W	1	0	Kinase	
Constituent	npr14	YHR159W	1	0		
Constituent	npr14	YIL129C	1	0		
Constituent	npr14	YIL159W	1	0		
Constituent	npr14	YKL176C	1	0		
Constituent	npr14	YLR190W	1	0		
Constituent	npr14	YLR309C	1	0		
Constituent	npr14	YLR405W	1	0		
Constituent	npr14	YML017W	1	0		
Constituent	npr14	YMR086W	1	0		
Constituent	npr14	YMR261C	1	0		
Constituent	npr14	YMR275C	1	0		
Constituent	npr14	YNL267W	1	0		
Constituent	npr14	YNL271C	1	0		
Constituent	npr14	YOL059W	1	0		
Constituent	npr14	YPL020C	1	0		
Constituent	npr14	YPL137C	1	0		
Constituent	npr14	YPL155C	1	0		
Constituent	npr14	YPR185W	1	0		
Constituent	npr14	YPR190C	1	0		
Constituent	pde2ra71	YDR310C	1	0		
Constituent	pde2ra71	YIL047C	1	0		
Constituent	pde2ra71	YKL112W	1	0		
Constituent	pde2ra71	YOR204W	1	0		
Constituent	pde2ra71	YPR095C	1	0		
Constituent	pde2rd72	YEL046C	1	0		
Constituent	pde2rd72	YIL129C	1	0		
Constituent	cdc14ra34	YDL022W	1	0		
Constituent	cdc14ra34	YML072C	1	0		
Constituent	cdc14ra34	YOR153W	1	0		
Constituent	cdc14rd36	YCR002C	1	0		
Constituent	cdc14rd36	YEL032W	1	0		
Constituent	cdc14rd36	YER008C	1	0		
Constituent	cdc14rd36	YER155C	1	0		
Constituent	cdc14rd36	YFR048W	1	0		
Constituent	cdc14rd36	YKL101W	1	0	Kinase	
Constituent	cdc14rd36	YML029W	1	0		
Constituent	cdc14rd36	YOR093C	1	0		
Constituent	cdc14rd36	YOR153W	1	0		
Constituent	cdc14rd36	YPR042C	1	0		
Constituent	cdc14rd36	YPR156C	1	0		
Constituent	npr13	YBL007C	1	0		
Constituent	npr13	YBL051C	1	0		
Constituent	npr13	YBL054W	1	0		
Constituent	npr13	YDL022W	1	0		
Constituent	npr13	YDR182W	1	0		
Constituent	npr13	YDR293C	1	0		
Constituent	npr13	YDR348C	1	0		
Constituent	npr13	YDR389W	1	0		
Constituent	npr13	YDR436W	1	0	Phosphatase	
Constituent	npr13	YDR496C	1	0		
Constituent	npr13	YEL032W	1	0		
Constituent	npr13	YFL016C	1	0		
Constituent	npr13	YGL021W	1	0	Kinase	
Constituent	npr13	YGR054W	1	0		
Constituent	npr13	YGR138C	1	0	Yes	
Constituent	npr13	YHL008C	1	0		
Constituent	npr13	YIL047C	1	0		
Constituent	npr13	YJR049C	1	0		
Constituent	npr13	YKL126W	1	0	Kinase	
Constituent	npr13	YLL028W	1	0	Yes	
Constituent	npr13	YLR287CA	1	0		
Constituent	npr13	YML072C	1	0		
Constituent	npr13	YMR295C	1	0		
Constituent	npr13	YNR008W	1	0		
Constituent	npr13	YOL081W	1	0		
Constituent	npr13	YPL019C	1	0		
Constituent	npr13	YPR156C	1	0	Yes	
Constituent	pde2ra70	YER155C	1	0		
Constituent	pde2ra70	YIL084C	1	0		
Constituent	pde2ra70	YIL095W	1	0	Kinase	
Constituent	pde2ra70	YLR138W	1	0		
Constituent	pde2ra70	YOL059W	1	0		
Constituent	pde2ra70	YPR156C	1	0		
Constituent	pde2ra70	YPL019C	1	0		
Constituent	cdc14rd32	YBL007C	1	0		
Constituent	cdc14rd32	YDL022W	1	0		
Constituent	cdc14rd32	YDR186C	1	0		
Constituent	cdc14rd32	YJL134W	1	0		
Constituent	cdc14rd32	YPR042C	1	0		
Constituent	cdc14rd32	YAL031C	1	0		
Constituent	cdc14rd32	YGR004W	1	0		
Constituent	cdc14rd32	YLR436C	1	0		
Constituent	hog1ra51	YOR175C	1	0		
Constituent	hog1ra51	YJR059W	1	0	Kinase	
Constituent	hog1ra51	YLR436C	1	0		
Constituent	hog1ra51	YOR204W	1	0		
Constituent	hog1rd53	YDL201W	1	0		
Constituent	hog1rd53	YLR206W	1	0		
Constituent	hog1rd53	YNR008W	1	0		
Constituent	hog1rd53	YOL013C	1	0		
Constituent	hog1rd53	YPL070W	1	0		
Constituent	npr10	YBL007C	1	0		
Constituent	npr10	YDL022W	1	0		
Constituent	npr10	YDR001C	1	0		
Constituent	npr10	YDR108W	1	0		
Constituent	npr10	YDR186C	1	0		
Constituent	npr10	YDR326C	1	0		
Constituent	npr10	YER040W	1	0		
Constituent	npr10	YER111C	1	0		
Constituent	npr10	YER157W	1	0		
Constituent	npr10	YFR016C	1	0		
Constituent	npr10	YFR017C	1	0		
Constituent	npr10	YGR100W	1	0		
Constituent	npr10	YGR161C	1	0		
Constituent	npr10	YHL003C	1	0		
Constituent	npr10	YHR005C	1	0		
Constituent	npr10	YHR016C	1	0		
Constituent	npr10	YHR131C	1	0		
Constituent	npr10	YIR010W	1	0		
Constituent	npr10	YJL084C	1	0		
Constituent	npr10	YJR005W	1	0		
Constituent	npr10	YJR059W	1	0	Kinase|Yes
Constituent	npr10	YKL146W	1	0		
Constituent	npr10	YKL168C	1	0	Kinase	
Constituent	npr10	YKR090W	1	0		
Constituent	npr10	YLL043W	1	0		
Constituent	npr10	YLR386W	1	0		
Constituent	npr10	YMR261C	1	0		
Constituent	npr10	YNL027W	1	0		
Constituent	npr10	YNL299W	1	0		
Constituent	npr10	YNR008W	1	0		
Constituent	npr10	YNR039C	1	0		
Constituent	npr10	YNR047W	1	0	Kinase	
Constituent	npr10	YOR204W	1	0		
Constituent	npr10	YPL020C	1	0		
Constituent	npr10	YPL085W	1	0		
Constituent	npr10	YPL137C	1	0		
Constituent	pde2ra67	YGL140C	1	0		
Constituent	pde2ra67	YGL181W	1	0		
Constituent	pde2ra67	YHL003C	1	0		
Constituent	pde2ra67	YHR103W	1	0		
Constituent	pde2ra67	YJL165C	1	0	Kinase	
Constituent	pde2ra67	YML119W	1	0		
Constituent	pde2ra67	YAL031C	1	0		
Constituent	pde2ra67	YBL007C	1	0		
Constituent	pde2ra67	YGR004W	1	0		
Constituent	pde2ra67	YJR059W	1	0	Kinase	
Constituent	pde2ra67	YLR436C	1	0		
Constituent	pde2ra67	YOR204W	1	0		
Shared_Interaction	YAL024C	cdc14rd31	1	0		
Shared_Interaction	YAL033W	npr10	1	0		
Shared_Interaction	YAL033W	pde2ra67	1	0		
Shared_Interaction	YAL047C	npr17	1	0		
Shared_Interaction	YAR002W	npr17	1	0		
Shared_Interaction	YAR019C	hog1id47	1	0		
Shared_Interaction	YAR019C	npr15	1	0		
Shared_Interaction	YAR019C	hog1id48	1	0		
Shared_Interaction	YBL016W	cdc14id19	1	0		
Shared_Interaction	YBL024W	npr11	1	0		
Shared_Interaction	YBL026W	hog1id48	1	0		
Shared_Interaction	YBL027W	npi3	1	0		
Shared_Interaction	YBL050W	npi6	1	0		
Shared_Interaction	YBL061C	npi3	1	0		
Shared_Interaction	YBL064C	npr17	1	0		
Shared_Interaction	YBL092W	npi3	1	0		
Shared_Interaction	YBL093C	npr14	1	0		
Shared_Interaction	YBL103C	npr11	1	0		
Shared_Interaction	YBL105C	npi5	1	0		
Shared_Interaction	YBR009C	cdc14rd31	1	0		
Shared_Interaction	YBR010W	npi5	1	0		
Shared_Interaction	YBR023C	npi3	1	0		
Shared_Interaction	YBR028C	npr17	1	0		
Shared_Interaction	YBR081C	cdc14rd31	1	0		
Shared_Interaction	YBR081C	npi5	1	0		
Shared_Interaction	YBR086C	npr11	1	0		
Shared_Interaction	YBR108W	cdc14rd31	1	0		
Shared_Interaction	YBR109C	cdc14rd31	1	0		
Shared_Interaction	YBR109C	npi3	1	0		
Shared_Interaction	YBR111WA	hog1id49	1	0		
Shared_Interaction	YBR118W	npi2	1	0		
Shared_Interaction	YBR129C	npr12	1	0		
Shared_Interaction	YBR135W	npi5	1	0		
Shared_Interaction	YBR154C	hog1id48	1	0		
Shared_Interaction	YBR173C	npr16	1	0		
Shared_Interaction	YCL014W	npr15	1	0		
Shared_Interaction	YCL024W	npi1	1	0		
Shared_Interaction	YCL028W	hog1id44	1	0		
Shared_Interaction	YCL037C	npi1	1	0		
Shared_Interaction	YCL056C	hog1id42	1	0		
Shared_Interaction	YCR035C	npi3	1	0		
Shared_Interaction	YCR038C	pde2ra76	1	0		
Shared_Interaction	YCR038C	npr17	1	0		
Shared_Interaction	YCR066W	npr17	1	0		
Shared_Interaction	YCR077C	npr9	1	0		
Shared_Interaction	YDL005C	hog1id42	1	0		
Shared_Interaction	YDL014W	npr11	1	0		
Shared_Interaction	YDL014W	npr10	1	0		
Shared_Interaction	YDL040C	npi5	1	0		
Shared_Interaction	YDL084W	npi1	1	0		
Shared_Interaction	YDL087C	npi3	1	0		
Shared_Interaction	YDL101C	npr12	1	0		
Shared_Interaction	YDL117W	npi3	1	0		
Shared_Interaction	YDL126C	hog1id47	1	0		
Shared_Interaction	YDL132W	cdc14rd30	1	0		
Shared_Interaction	YDL140C	pde2ra69	1	0		
Shared_Interaction	YDL140C	cdc14ra40	1	0		
Shared_Interaction	YDL147W	npi5	1	0		
Shared_Interaction	YDL147W	cdc14rd31	1	0		
Shared_Interaction	YDL184C	npi6	1	0		
Shared_Interaction	YDL210W	npi3	1	0		
Shared_Interaction	YDL229W	cdc14rd31	1	0		
Shared_Interaction	YDL239C	npr15	1	0		
Shared_Interaction	YDR034CC	npr12	1	0		
Shared_Interaction	YDR064W	hog1rd57	1	0		
Shared_Interaction	YDR080W	npi5	1	0		
Shared_Interaction	YDR103W	hog1rd57	1	0		
Shared_Interaction	YDR145W	npi3	1	0		
Shared_Interaction	YDR170C	hog1ra51	1	0		
Shared_Interaction	YDR170C	cdc14id19	1	0		
Shared_Interaction	YDR170C	pde2ra67	1	0		
Shared_Interaction	YDR170C	npi1	1	0		
Shared_Interaction	YDR170C	hog1id42	1	0		
Shared_Interaction	YDR170C	npr10	1	0		
Shared_Interaction	YDR179C	npr16	1	0		
Shared_Interaction	YDR208W	npr16	1	0		
Shared_Interaction	YDR224C	hog1id47	1	0		
Shared_Interaction	YDR225W	npi3	1	0		
Shared_Interaction	YDR247W	hog1id49	1	0		
Shared_Interaction	YDR280W	hog1id47	1	0		
Shared_Interaction	YDR293C	npr10	1	0		
Shared_Interaction	YDR293C	pde2ra67	1	0		
Shared_Interaction	YDR320CA	npr9	1	0		
Shared_Interaction	YDR341C	npi1	1	0		
Shared_Interaction	YDR378C	npi1	1	0		
Shared_Interaction	YDR429C	npr12	1	0		
Shared_Interaction	YDR432W	npr7	1	0		
Shared_Interaction	YDR451C	hog1id42	1	0		
Shared_Interaction	YDR489W	npr14	1	0		
Shared_Interaction	YEL002C	npr17	1	0		
Shared_Interaction	YEL054C	npi3	1	0		
Shared_Interaction	YER031C	npr10	1	0		
Shared_Interaction	YER044C	npi3	1	0		
Shared_Interaction	YER112W	npr7	1	0		
Shared_Interaction	YER114C	npi3	1	0		
Shared_Interaction	YER126C	hog1id42	1	0		
Shared_Interaction	YER133W	npi1	1	0		
Shared_Interaction	YER146W	hog1id42	1	0		
Shared_Interaction	YER148W	hog1id42	1	0		
Shared_Interaction	YER155C	pde2ra68	1	0		
Shared_Interaction	YER155C	pde2ra70	1	0		
Shared_Interaction	YER155C	cdc14rd36	1	0		
Shared_Interaction	YER155C	cdc14rd31	1	0		
Shared_Interaction	YER155C	npr11	1	0		
Shared_Interaction	YER155C	npr14	1	0		
Shared_Interaction	YER155C	npr12	1	0		
Shared_Interaction	YER165W	hog1ia43	1	0		
Shared_Interaction	YER165W	cdc14id21	1	0		
Shared_Interaction	YER172C	pde2ra65	1	0		
Shared_Interaction	YFL008W	npr12	1	0		
Shared_Interaction	YFL009W	npr8	1	0		
Shared_Interaction	YFL009W	npr17	1	0		
Shared_Interaction	YFL013C	npr8	1	0		
Shared_Interaction	YFL013C	npr17	1	0		
Shared_Interaction	YFR028C	npi1	1	0		
Shared_Interaction	YFR034C	hog1id46	1	0		
Shared_Interaction	YFR050C	npi1	1	0		
Shared_Interaction	YFR050C	npr10	1	0		
Shared_Interaction	YFR052W	npi3	1	0		
Shared_Interaction	YGL008C	cdc14ra40	1	0		
Shared_Interaction	YGL044C	hog1id48	1	0		
Shared_Interaction	YGL058W	hog1id42	1	0		
Shared_Interaction	YGL059W	cdc14rd39	1	0		
Shared_Interaction	YGL066W	npi5	1	0		
Shared_Interaction	YGL066W	pde2ra69	1	0		
Shared_Interaction	YGL092W	hog1id42	1	0		
Shared_Interaction	YGL097W	pde2id61	1	0		
Shared_Interaction	YGL112C	npr16	1	0		
Shared_Interaction	YGL120C	cdc14id21	1	0		
Shared_Interaction	YGL120C	cdc14rd30	1	0		
Shared_Interaction	YGL122C	npi4	1	0		
Shared_Interaction	YGL123W	hog1rd56	1	0		
Shared_Interaction	YGL123W	hog1rd57	1	0		
Shared_Interaction	YGL123W	pde2id61	1	0		
Shared_Interaction	YGL150C	npr8	1	0		
Shared_Interaction	YGL158W	hog1id47	1	0		
Shared_Interaction	YGL173C	npr17	1	0		
Shared_Interaction	YGL173C	npr16	1	0		
Shared_Interaction	YGL179C	hog1rd57	1	0		
Shared_Interaction	YGL179C	npr13	1	0		
Shared_Interaction	YGL180W	pde2ra68	1	0		
Shared_Interaction	YGL191W	hog1id46	1	0		
Shared_Interaction	YGL206C	hog1id46	1	0		
Shared_Interaction	YGL226CA	hog1id48	1	0		
Shared_Interaction	YGL240W	cdc14rd31	1	0		
Shared_Interaction	YGL240W	npi5	1	0		
Shared_Interaction	YGL246C	npr8	1	0		
Shared_Interaction	YGL253W	npr16	1	0		
Shared_Interaction	YGL256W	hog1id46	1	0		
Shared_Interaction	YGR005C	pde2ra67	1	0		
Shared_Interaction	YGR047C	cdc14rd31	1	0		
Shared_Interaction	YGR047C	npi5	1	0		
Shared_Interaction	YGR082W	npi3	1	0		
Shared_Interaction	YGR092W	cdc14ra40	1	0		
Shared_Interaction	YGR108W	npi5	1	0		
Shared_Interaction	YGR109C	npi5	1	0		
Shared_Interaction	YGR116W	npi3	1	0		
Shared_Interaction	YGR120C	npr15	1	0		
Shared_Interaction	YGR135W	npi1	1	0		
Shared_Interaction	YGR140W	npi3	1	0		
Shared_Interaction	YGR140W	npr7	1	0		
Shared_Interaction	YGR156W	npr13	1	0		
Shared_Interaction	YGR173W	npi1	1	0		
Shared_Interaction	YGR174C	npi5	1	0		
Shared_Interaction	YGR175C	npi5	1	0		
Shared_Interaction	YGR175C	npr12	1	0		
Shared_Interaction	YGR177C	npr9	1	0		
Shared_Interaction	YGR186W	pde2ra69	1	0		
Shared_Interaction	YGR186W	cdc14rd35	1	0		
Shared_Interaction	YGR200C	cdc14id22	1	0		
Shared_Interaction	YGR200C	hog1id46	1	0		
Shared_Interaction	YGR200C	npi1	1	0		
Shared_Interaction	YGR218W	cdc14rd35	1	0		
Shared_Interaction	YGR250C	hog1id42	1	0		
Shared_Interaction	YGR251W	npr12	1	0		
Shared_Interaction	YGR270W	npr10	1	0		
Shared_Interaction	YGR270W	npr9	1	0		
Shared_Interaction	YHL007C	pde2id63	1	0		
Shared_Interaction	YHL033C	npr17	1	0		
Shared_Interaction	YHR027C	pde2ra71	1	0		
Shared_Interaction	YHR030C	npr17	1	0		
Shared_Interaction	YHR083W	npr9	1	0		
Shared_Interaction	YHR084W	npr7	1	0		
Shared_Interaction	YHR088W	npr17	1	0		
Shared_Interaction	YHR089C	npr7	1	0		
Shared_Interaction	YHR099W	hog1rd57	1	0		
Shared_Interaction	YHR119W	npi4	1	0		
Shared_Interaction	YHR135C	npi1	1	0		
Shared_Interaction	YHR164C	npr12	1	0		
Shared_Interaction	YHR165C	npr14	1	0		
Shared_Interaction	YHR181W	npr12	1	0		
Shared_Interaction	YHR186C	cdc14id19	1	0		
Shared_Interaction	YHR186C	cdc14rd36	1	0		
Shared_Interaction	YHR186C	npi1	1	0		
Shared_Interaction	YHR187W	npr10	1	0		
Shared_Interaction	YHR197W	npi6	1	0		
Shared_Interaction	YHR216W	npr9	1	0		
Shared_Interaction	YIL004C	npr16	1	0		
Shared_Interaction	YIL004C	hog1id47	1	0		
Shared_Interaction	YIL004C	npr17	1	0		
Shared_Interaction	YIL018W	hog1id42	1	0		
Shared_Interaction	YIL022W	npr17	1	0		
Shared_Interaction	YIL030C	hog1id44	1	0		
Shared_Interaction	YIL030C	npr11	1	0		
Shared_Interaction	YIL064W	npr17	1	0		
Shared_Interaction	YIL091C	npr12	1	0		
Shared_Interaction	YIL091C	npr16	1	0		
Shared_Interaction	YIL115C	npi1	1	0		
Shared_Interaction	YIL126W	npi3	1	0		
Shared_Interaction	YIL159W	npi4	1	0		
Shared_Interaction	YIR002C	npr8	1	0		
Shared_Interaction	YIR010W	npr12	1	0		
Shared_Interaction	YIR010W	hog1id46	1	0		
Shared_Interaction	YIR026C	cdc14id19	1	0		
Shared_Interaction	YJL057C	hog1rd56	1	0		
Shared_Interaction	YJL057C	cdc14rd30	1	0		
Shared_Interaction	YJL076W	npi6	1	0		
Shared_Interaction	YJL076W	npr7	1	0		
Shared_Interaction	YJL095W	pde2ra76	1	0		
Shared_Interaction	YJL112W	npi3	1	0		
Shared_Interaction	YJL143W	npi5	1	0		
Shared_Interaction	YJL187C	cdc14rd30	1	0		
Shared_Interaction	YJL187C	npi5	1	0		
Shared_Interaction	YJL187C	hog1id42	1	0		
Shared_Interaction	YJL187C	pde2id63	1	0		
Shared_Interaction	YJL187C	npi3	1	0		
Shared_Interaction	YJL189W	npr9	1	0		
Shared_Interaction	YJL198W	npr10	1	0		
Shared_Interaction	YJR022W	npr11	1	0		
Shared_Interaction	YJR060W	npi1	1	0		
Shared_Interaction	YJR066W	npi1	1	0		
Shared_Interaction	YJR066W	pde2ra67	1	0		
Shared_Interaction	YJR072C	hog1id46	1	0		
Shared_Interaction	YJR076C	npi2	1	0		
Shared_Interaction	YJR096W	cdc14ra40	1	0		
Shared_Interaction	YJR148W	npr12	1	0		
Shared_Interaction	YJR154W	npr10	1	0		
Shared_Interaction	YKL001C	pde2ra67	1	0		
Shared_Interaction	YKL001C	npr10	1	0		
Shared_Interaction	YKL009W	npi5	1	0		
Shared_Interaction	YKL009W	npr17	1	0		
Shared_Interaction	YKL014C	pde2ra67	1	0		
Shared_Interaction	YKL014C	cdc14rd32	1	0		
Shared_Interaction	YKL052C	npr10	1	0		
Shared_Interaction	YKL057C	npr16	1	0		
Shared_Interaction	YKL059C	npi3	1	0		
Shared_Interaction	YKL080W	pde2ra65	1	0		
Shared_Interaction	YKL080W	cdc14rd30	1	0		
Shared_Interaction	YKL108W	cdc14rd36	1	0		
Shared_Interaction	YKL108W	cdc14rd31	1	0		
Shared_Interaction	YKL117W	pde2id63	1	0		
Shared_Interaction	YKL166C	hog1ra51	1	0		
Shared_Interaction	YKL166C	npr10	1	0		
Shared_Interaction	YKL166C	hog1id44	1	0		
Shared_Interaction	YKL168C	hog1ra51	1	0		
Shared_Interaction	YKL168C	pde2ra67	1	0		
Shared_Interaction	YKL168C	npi1	1	0		
Shared_Interaction	YKL168C	hog1id42	1	0		
Shared_Interaction	YKL196C	npr9	1	0		
Shared_Interaction	YKL205W	npr17	1	0		
Shared_Interaction	YKR002W	npr14	1	0		
Shared_Interaction	YKR014C	hog1id42	1	0		
Shared_Interaction	YKR029C	npr10	1	0		
Shared_Interaction	YKR035WA	npi5	1	0		
Shared_Interaction	YKR081C	pde2ra69	1	0		
Shared_Interaction	YLL008W	npi2	1	0		
Shared_Interaction	YLL024C	hog1id46	1	0		
Shared_Interaction	YLL034C	npr8	1	0		
Shared_Interaction	YLL036C	npr15	1	0		
Shared_Interaction	YLL039C	cdc14rd30	1	0		
Shared_Interaction	YLL039C	cdc14rd31	1	0		
Shared_Interaction	YLR005W	npr10	1	0		
Shared_Interaction	YLR024C	npi1	1	0		
Shared_Interaction	YLR026C	hog1ia45	1	0		
Shared_Interaction	YLR026C	pde2ra67	1	0		
Shared_Interaction	YLR060W	npi3	1	0		
Shared_Interaction	YLR079W	npi5	1	0		
Shared_Interaction	YLR096W	cdc14ra40	1	0		
Shared_Interaction	YLR102C	npi4	1	0		
Shared_Interaction	YLR102C	npi5	1	0		
Shared_Interaction	YLR117C	npi4	1	0		
Shared_Interaction	YLR117C	npi2	1	0		
Shared_Interaction	YLR134W	npr17	1	0		
Shared_Interaction	YLR148W	npr7	1	0		
Shared_Interaction	YLR166C	pde2ra69	1	0		
Shared_Interaction	YLR199C	npr9	1	0		
Shared_Interaction	YLR258W	npr17	1	0		
Shared_Interaction	YLR259C	npr7	1	0		
Shared_Interaction	YLR268W	npi2	1	0		
Shared_Interaction	YLR274W	cdc14rd31	1	0		
Shared_Interaction	YLR274W	cdc14rd36	1	0		
Shared_Interaction	YLR274W	npr16	1	0		
Shared_Interaction	YLR310C	npr17	1	0		
Shared_Interaction	YLR315W	npr12	1	0		
Shared_Interaction	YLR335W	npi1	1	0		
Shared_Interaction	YLR340W	hog1ia45	1	0		
Shared_Interaction	YLR347C	cdc14rd36	1	0		
Shared_Interaction	YLR347C	hog1id47	1	0		
Shared_Interaction	YLR347C	npr15	1	0		
Shared_Interaction	YLR355C	npr7	1	0		
Shared_Interaction	YLR378C	npi3	1	0		
Shared_Interaction	YLR418C	npr11	1	0		
Shared_Interaction	YLR439W	npr16	1	0		
Shared_Interaction	YML008C	npr16	1	0		
Shared_Interaction	YML010W	pde2ra67	1	0		
Shared_Interaction	YML010W	hog1id48	1	0		
Shared_Interaction	YML031W	npr17	1	0		
Shared_Interaction	YML032C	npr7	1	0		
Shared_Interaction	YML032C	npr17	1	0		
Shared_Interaction	YML035C	cdc14rd36	1	0		
Shared_Interaction	YML035C	npr12	1	0		
Shared_Interaction	YML037C	npr13	1	0		
Shared_Interaction	YML064C	hog1id49	1	0		
Shared_Interaction	YML129C	npr11	1	0		
Shared_Interaction	YML129C	npr12	1	0		
Shared_Interaction	YMR001C	cdc14rd30	1	0		
Shared_Interaction	YMR033W	pde2ra69	1	0		
Shared_Interaction	YMR033W	npr17	1	0		
Shared_Interaction	YMR033W	npr16	1	0		
Shared_Interaction	YMR036C	npi5	1	0		
Shared_Interaction	YMR047C	cdc14rd35	1	0		
Shared_Interaction	YMR047C	npr17	1	0		
Shared_Interaction	YMR047C	pde2ra69	1	0		
Shared_Interaction	YMR093W	npr10	1	0		
Shared_Interaction	YMR109W	pde2ra69	1	0		
Shared_Interaction	YMR109W	npr12	1	0		
Shared_Interaction	YMR109W	npr17	1	0		
