#Node1	Node2
YPR143W	YMR121C
YPR119W	YMR124W
YNL251C	YMR125W
YPL082C	YMR125W
YPL178W	YMR125W
YPR086W	YMR125W
YMR308C	YMR127C
YNL030W	YMR127C
YNL085W	YMR127C
YOL012C	YMR127C
YOL030W	YMR127C
YOR213C	YMR127C
YPR018W	YMR127C
YNR046W	YMR128W
YOR310C	YMR128W
YPL153C	YMR128W
YOR098C	YMR129W
YPL075W	YMR129W
YPR028W	YMR129W
YPR080W	YMR129W
YNL002C	YMR131C
YNL178W	YMR131C
YOR063W	YMR131C
YOR319W	YMR131C
YPL042C	YMR131C
YNL301C	YMR138W
YNR035C	YMR138W
YNR050C	YMR138W
YOL056W	YMR138W
YPL241C	YMR138W
YNL199C	YMR139W
YOL061W	YMR139W
YOL128C	YMR139W
YPL141C	YMR139W
YPR106W	YMR139W
YMR216C	YMR140W
YNR031C	YMR140W
YOR351C	YMR140W
YNL124W	YMR142C
YNL255C	YMR142C
YNL207W	YMR143W
YMR309C	YMR146C
YNL062C	YMR146C
YNL244C	YMR146C
YOL061W	YMR146C
YOR361C	YMR146C
YPL105C	YMR146C
YPR041W	YMR146C
YOR085W	YMR149W
YMR308C	YMR153W
YOL016C	YMR153W
YPL004C	YMR153W
YPL020C	YMR153W
YOL016C	YMR154C
YOR362C	YMR154C
YPL149W	YMR159C
YMR304W	YMR160W
YNR048W	YMR162C
YOR326W	YMR163C
YOR119C	YMR165C
YMR190C	YMR167W
YNL082W	YMR167W
YOL043C	YMR167W
YOL090W	YMR167W
YOR033C	YMR167W
YPL164C	YMR167W
YPL018W	YMR168C
YPL268W	YMR168C
YOR039W	YMR172W
YOR061W	YMR172W
YPL154C	YMR174C
YNL031C	YMR176W
YNR049C	YMR183C
YOR106W	YMR183C
YOR327C	YMR183C
YPL232W	YMR183C
YNL051W	YMR186W
YNL124W	YMR186W
YNL281W	YMR186W
YOL029C	YMR186W
YOR007C	YMR186W
YOR027W	YMR186W
YOR057W	YMR186W
YPL167C	YMR186W
YPR016C	YMR186W
YNL255C	YMR188C
YMR224C	YMR190C
YPL024W	YMR190C
YPL153C	YMR190C
YPL164C	YMR190C
YPL249C	YMR192W
YNL255C	YMR193W
YNL124W	YMR194W
YNL255C	YMR194W
YNL020C	YMR196W
YNR031C	YMR196W
YPL042C	YMR196W
YPL204W	YMR196W
YMR231W	YMR197C
YOL018C	YMR197C
YOR036W	YMR197C
YOR106W	YMR197C
YOR327C	YMR197C
YPL045W	YMR197C
YPR141C	YMR198W
YPL031C	YMR199W
YPL049C	YMR199W
YOR085W	YMR200W
YPR159W	YMR200W
YNL312W	YMR201C
YOL090W	YMR201C
YPL022W	YMR201C
YNL280C	YMR202W
YNL026W	YMR203W
YNL055C	YMR203W
YNL070W	YMR203W
YNL121C	YMR203W
YNL131W	YMR203W
YNL169C	YMR203W
YNR017W	YMR203W
YPL063W	YMR203W
YPR133WA	YMR203W
YPL112C	YMR204C
YOL045W	YMR205C
YPL213W	YMR213W
YNL112W	YMR216C
YPL204W	YMR216C
YPR174C	YMR216C
YOR115C	YMR218C
YPL153C	YMR219W
YMR236W	YMR223W
YOL148C	YMR223W
YPL047W	YMR223W
YPL082C	YMR223W
YPL254W	YMR223W
YNL250W	YMR224C
YOR005C	YMR224C
YOL051W	YMR227C
YPL011C	YMR227C
YPL248C	YMR227C
YMR290C	YMR229C
YNL124W	YMR229C
YNR024W	YMR229C
YNR054C	YMR229C
YOL077C	YMR229C
YOR206W	YMR229C
YOR310C	YMR229C
YOR340C	YMR229C
YOR341W	YMR229C
YPL012W	YMR229C
YPL043W	YMR229C
YOR340C	YMR230W
YNL031C	YMR231W
YNL304W	YMR231W
YOR089C	YMR231W
YOR106W	YMR231W
YPL045W	YMR231W
YPL195W	YMR231W
YNL189W	YMR232W
YOR112W	YMR235C
YPL209C	YMR235C
YNL255C	YMR236W
YOL012C	YMR236W
YOL051W	YMR236W
YOL148C	YMR236W
YPL047W	YMR236W
YPL082C	YMR236W
YPL254W	YMR236W
YOR299W	YMR237W
YNL189W	YMR239C
YNL248C	YMR239C
YNL251C	YMR239C
YMR288W	YMR240C
YOR308C	YMR240C
YOR319W	YMR240C
YPL213W	YMR240C
YPR094W	YMR240C
YNR054C	YMR242C
YPL009C	YMR247C
YMR273C	YMR255W
YOR046C	YMR255W
YNR045W	YMR257C
YNL093W	YMR258C
YOR089C	YMR258C
YNL207W	YMR260C
YNL244C	YMR260C
YOR119C	YMR260C
YOR361C	YMR260C
YPL209C	YMR260C
YPR041W	YMR260C
YNL097C	YMR263W
YNL330C	YMR263W
YOL004W	YMR263W
YPL139C	YMR263W
YPL181W	YMR263W
SNR14	YMR268C
SNR6	YMR268C
YNL147W	YMR268C
YOR046C	YMR273C
YNL183C	YMR275C
YOR117W	YMR276W
YPR086W	YMR277W
YPL029W	YMR287C
YNL286W	YMR288W
YPL213W	YMR288W
YPR094W	YMR288W
YNR054C	YMR290C
YOR267C	YMR290C
YOR272W	YMR290C
YOR310C	YMR290C
YPL093W	YMR290C
YPR016C	YMR290C
YPR143W	YMR290C
YOR089C	YMR291W
YOR141C	YMR291W
YPL174C	YMR294W
YNL307C	YMR295C
YOL013C	YMR297W
YPL236C	YMR297W
YPL150W	YMR303C
YNL329C	YMR304W
YNL030W	YMR308C
YNL031C	YMR308C
YOL127W	YMR308C
YOR098C	YMR308C
YOR185C	YMR308C
YOR213C	YMR308C
YPL012W	YMR308C
YPL020C	YMR308C
YPL209C	YMR308C
YPR093C	YMR308C
YNL244C	YMR309C
YOR361C	YMR309C
YPL237W	YMR309C
YPR041W	YMR309C
YNL031C	YMR312W
YPL086C	YMR312W
YPL101W	YMR312W
YOR261C	YMR314W
YOR362C	YMR314W
YPL144W	YMR314W
YPR103W	YMR314W
YOR153W	YMR319C
YOL041C	YNL001W
YOR061W	YNL001W
YOR096W	YNL001W
YNL255C	YNL002C
YNR053C	YNL002C
YNR054C	YNL002C
YOR267C	YNL002C
YOR272W	YNL002C
YPL093W	YNL002C
YPL141C	YNL002C
YPR016C	YNL002C
YPR115W	YNL002C
YPR143W	YNL002C
YNL112W	YNL004W
YNL139C	YNL004W
YNL253W	YNL004W
YNL298W	YNL004W
YOR160W	YNL004W
YPR161C	YNL004W
YNL183C	YNL006W
YOL078W	YNL006W
YOL126C	YNL006W
YOR370C	YNL006W
YPL180W	YNL006W
YNL124W	YNL007C
YNL229C	YNL007C
YNL255C	YNL007C
YOR007C	YNL007C
YPR158W	YNL007C
YOR117W	YNL014W
YNL084C	YNL020C
YNL154C	YNL020C
YNL243W	YNL020C
YNL272C	YNL020C
YOR326W	YNL020C
YOL004W	YNL021W
YPR179C	YNL021W
YNL135C	YNL023C
YOR140W	YNL025C
YPL031C	YNL025C
YPL042C	YNL025C
YNL055C	YNL026W
YNL100W	YNL026W
YOL100W	YNL027W
YOL128C	YNL027W
YPL141C	YNL027W
YPR106W	YNL027W
SNR128	YNL030W
SNR17A	YNL030W
SNR17B	YNL030W
SNR24	YNL030W
SNR30	YNL030W
SNR35	YNL030W
SNR37	YNL030W
SNR4	YNL030W
YNL031C	YNL030W
YNL206C	YNL030W
YNL246W	YNL030W
YNL255C	YNL030W
YNR010W	YNL030W
YNR023W	YNL030W
YOL012C	YNL030W
YOL135C	YNL030W
YOR064C	YNL030W
YOR290C	YNL030W
YOR304W	YNL030W
YPL001W	YNL030W
YPL016W	YNL030W
YPL129W	YNL030W
YPR018W	YNL030W
YPR034W	YNL030W
YPR052C	YNL030W
YPR070W	YNL030W
YNL097C	YNL031C
YNL206C	YNL031C
YNL246W	YNL031C
YNL330C	YNL031C
YNR023W	YNL031C
YOL006C	YNL031C
YOL012C	YNL031C
YOR064C	YNL031C
YOR290C	YNL031C
YPL001W	YNL031C
YPL016W	YNL031C
YPL101W	YNL031C
YPL116W	YNL031C
YPL129W	YNL031C
YPL139C	YNL031C
YPL181W	YNL031C
YPR018W	YNL031C
YPR023C	YNL031C
YPR031W	YNL031C
YPR034W	YNL031C
YPR052C	YNL031C
YPR070W	YNL031C
YNL099C	YNL032W
YOR136W	YNL037C
YNL051W	YNL041C
YPL026C	YNL042W
YNL093W	YNL044W
YNL304W	YNL044W
YOL018C	YNL044W
YOR089C	YNL044W
YNL207W	YNL047C
YPR181C	YNL049C
YPL240C	YNL051W
YPR105C	YNL051W
YNL255C	YNL052W
YNR018W	YNL052W
YOR231W	YNL052W
YOR257W	YNL053W
YNL121C	YNL055C
YNL131W	YNL055C
YNR017W	YNL055C
YNL099C	YNL056W
YNL307C	YNL058C
YOR141C	YNL059C
YOR189W	YNL059C
YPL082C	YNL059C
YPL235W	YNL059C
YOR267C	YNL061W
YPL093W	YNL061W
YPL146C	YNL061W
YPR016C	YNL061W
YNL244C	YNL062C
YOR361C	YNL062C
YNL229C	YNL064C
YOL111C	YNL064C
YOR007C	YNL064C
YPL240C	YNL064C
YPR106W	YNL064C
YPL204W	YNL066W
YOR372C	YNL068C
YPR120C	YNL068C
YNL124W	YNL069C
YNL178W	YNL069C
YNL255C	YNL069C
YPR143W	YNL069C
YNL131W	YNL070W
YOL009C	YNL070W
YOL130W	YNL073W
YOR261C	YNL073W
YPL256C	YNL074C
SNR17A	YNL075W
SNR17B	YNL075W
YNL102W	YNL075W
YOR310C	YNL075W
YOR061W	YNL076W
YOR326W	YNL076W
YOL070C	YNL078W
YOR144C	YNL078W
YOR269W	YNL078W
YPL269W	YNL078W
YOL090W	YNL082W
YOR117W	YNL084C
YOR181W	YNL084C
YOR329C	YNL084C
YPL153C	YNL084C
YPL174C	YNL084C
YPR111W	YNL085W
YOR069W	YNL086W
YOR086C	YNL087W
YPL161C	YNL090W
YNL288W	YNL091W
YNL263C	YNL093W
YOR089C	YNL093W
YOR132W	YNL093W
YOR357C	YNL093W
YOR370C	YNL093W
YNL207W	YNL096C
YOR096W	YNL096C
YNL330C	YNL097C
YOL004W	YNL097C
YPL082C	YNL097C
YPL139C	YNL097C
YPL181W	YNL097C
YPL076W	YNL098C
YNL262W	YNL102W
YNL273W	YNL102W
YOR341W	YNL102W
YPR019W	YNL102W
YPR135W	YNL102W
YPL038W	YNL103W
YNL307C	YNL104C
YOR108W	YNL104C
YOR351C	YNL104C
YPR106W	YNL104C
YPR171W	YNL106C
YNL136W	YNL107W
YNL209W	YNL107W
YOL012C	YNL107W
YOR244W	YNL107W
YPL235W	YNL107W
YPR023C	YNL107W
YNL307C	YNL110C
YNL186W	YNL112W
YNL255C	YNL112W
YOR056C	YNL112W
YPL093W	YNL112W
YNL255C	YNL113W
YOR207C	YNL113W
YOR340C	YNL113W
YOR341W	YNL113W
YPR010C	YNL113W
YPR110C	YNL113W
YOL045W	YNL117W
YOL147C	YNL117W
YOR351C	YNL117W
YNL145W	YNL118C
YOL149W	YNL118C
YPL220W	YNL118C
YPR129W	YNL118C
YOR251C	YNL119W
YNL131W	YNL121C
YNL169C	YNL121C
YNR017W	YNL121C
YOL026C	YNL121C
YOL045W	YNL121C
YPL063W	YNL121C
YPR106W	YNL121C
YOR317W	YNL123W
YNL178W	YNL124W
YNL209W	YNL124W
YNL302C	YNL124W
YOL040C	YNL124W
YOL121C	YNL124W
YOL127W	YNL124W
YOL149W	YNL124W
YOR063W	YNL124W
YOR096W	YNL124W
YOR310C	YNL124W
YPL036W	YNL124W
YPL079W	YNL124W
YPL081W	YNL124W
YPL131W	YNL124W
YPL198W	YNL124W
YPL240C	YNL124W
YPL249CA	YNL124W
YPR110C	YNL124W
YNL188W	YNL126W
YNL169C	YNL131W
YNR017W	YNL131W
YPL063W	YNL131W
YPR133WA	YNL131W
YNL207W	YNL132W
YPL012W	YNL132W
YPL042C	YNL132W
YPR106W	YNL132W
YOL012C	YNL135C
YPR093C	YNL135C
YOR244W	YNL136W
YPR023C	YNL136W
YOR122C	YNL138W
YNL253W	YNL139C
YPL265W	YNL142W
YNL147W	YNL145W
YOL149W	YNL145W
YOL149W	YNL147W
YPR178W	YNL147W
YNL183C	YNL148C
YNR003C	YNL151C
YOR207C	YNL151C
YPL242C	YNL152W
YPR119W	YNL152W
YNL189W	YNL154C
YNL292W	YNL154C
YNR034W	YNL154C
YOR084W	YNL154C
YOR153W	YNL154C
YOL036W	YNL161W
YOL070C	YNL161W
YOL139C	YNL161W
YOR353C	YNL161W
YNL255C	YNL162W
YPL153C	YNL166C
YOR249C	YNL172W
YOL027C	YNL177C
YNL207W	YNL178W
YNL255C	YNL178W
YNR054C	YNL178W
YOL076W	YNL178W
YOR253W	YNL178W
YPL203W	YNL178W
YPL239W	YNL178W
YPR051W	YNL178W
YPL093W	YNL182C
YPR019W	YNL182C
YOL066C	YNL183C
YPL077C	YNL183C
YPL180W	YNL183C
YPL204W	YNL183C
YPL239W	YNL183C
YPR135W	YNL183C
YOR206W	YNL186W
YOR310C	YNL186W
YOR257W	YNL188W
YPL255W	YNL188W
YNL246W	YNL189W
YOR001W	YNL189W
YOR098C	YNL189W
YOR308C	YNL189W
YPL020C	YNL189W
YPL089C	YNL189W
YPR025C	YNL189W
YPR119W	YNL189W
YPL204W	YNL192W
YOR204W	YNL197C
YPL204W	YNL197C
YPL256C	YNL197C
YNL216W	YNL199C
YPL075W	YNL199C
YOL016C	YNL201C
YPR040W	YNL201C
YNR052C	YNL206C
YOR038C	YNL206C
YOR290C	YNL206C
YPR018W	YNL206C
YNL244C	YNL207W
YNL302C	YNL207W
YOL040C	YNL207W
YOL078W	YNL207W
YOL121C	YNL207W
YOR039W	YNL207W
YOR056C	YNL207W
YOR061W	YNL207W
YOR096W	YNL207W
YOR119C	YNL207W
YOR145C	YNL207W
YOR167C	YNL207W
YOR182C	YNL207W
YOR204W	YNL207W
YOR369C	YNL207W
YPL012W	YNL207W
YPL042C	YNL207W
YPL081W	YNL207W
YPL090C	YNL207W
YPL204W	YNL207W
YPL266W	YNL207W
YPR115W	YNL207W
YPR132W	YNL207W
YPR143W	YNL207W
YPR164W	YNL207W
YOR128C	YNL209W
YPL106C	YNL209W
YPR016C	YNL209W
YPR119W	YNL209W
YNL329C	YNL214W
YOL044W	YNL214W
YOR189W	YNL215W
YOR244W	YNL216W
YOR290C	YNL216W
YPL075W	YNL216W
YPL248C	YNL216W
YPR052C	YNL216W
YPR104C	YNL216W
YOR099W	YNL217W
YNL282W	YNL221C
YNR052C	YNL221C
YOR359W	YNL221C
YNL317W	YNL222W
YOR151C	YNL222W
YOR179C	YNL222W
YOR250C	YNL222W
YPL008W	YNL222W
YPR086W	YNL222W
YPR107C	YNL222W
YOL091W	YNL225C
YOR129C	YNL225C
YOR177C	YNL225C
YOR233W	YNL225C
YOR373W	YNL225C
YPL124W	YNL225C
YNR053C	YNL227C
YNL307C	YNL229C
YPL204W	YNL229C
YPL240C	YNL229C
YPL046C	YNL230C
YNL251C	YNL232W
YNR024W	YNL232W
YOL021C	YNL232W
YOL142W	YNL232W
YOR001W	YNL232W
YOR076C	YNL232W
YPR072W	YNL232W
YNL289W	YNL233W
YPL240C	YNL233W
YNR010W	YNL236W
YOL051W	YNL236W
YOL135C	YNL236W
YOR140W	YNL236W
YOR181W	YNL243W
YOR329C	YNL243W
YOR361C	YNL244C
YOR362C	YNL244C
YPL237W	YNL244C
YPR041W	YNL244C
YPL209C	YNL246W
YOR340C	YNL248C
YOR341W	YNL248C
YPR010C	YNL248C
YNR024W	YNL251C
YOL021C	YNL251C
YOL115W	YNL251C
YOR001W	YNL251C
YOR151C	YNL251C
YPL178W	YNL251C
YPL190C	YNL251C
YPR187W	YNL251C
YNL302C	YNL255C
YNR036C	YNL255C
YNR051C	YNL255C
YOL016C	YNL255C
YOL077C	YNL255C
YOL121C	YNL255C
YOR091W	YNL255C
YOR189W	YNL255C
YOR210W	YNL255C
YOR234C	YNL255C
YOR310C	YNL255C
YOR327C	YNL255C
YOR332W	YNL255C
YOR369C	YNL255C
YPL081W	YNL255C
YPL090C	YNL255C
YPL237W	YNL255C
YPL249CA	YNL255C
YPL266W	YNL255C
YPR043W	YNL255C
YPR100W	YNL255C
YPR102C	YNL255C
YPR132W	YNL255C
YOR075W	YNL258C
YPL001W	YNL261W
YPR018W	YNL261W
YPR162C	YNL261W
YPR164W	YNL261W
YNL299W	YNL262W
YOL115W	YNL262W
YPR175W	YNL262W
YNL304W	YNL263C
YOR069W	YNL263C
YOR089C	YNL263C
YOR132W	YNL263C
YOR357C	YNL263C
YPR181C	YNL264C
YNR006W	YNL265C
YPR173C	YNL265C
YNL293W	YNL271C
YOL112W	YNL271C
YOR122C	YNL271C
YPR080W	YNL271C
YPR165W	YNL271C
YOR115C	YNL272C
YPL153C	YNL272C
YPR055W	YNL272C
YOL006C	YNL273W
YPR019W	YNL273W
YPL240C	YNL281W
YPL010W	YNL287W
YNR052C	YNL288W
YOL115W	YNL288W
YPL037C	YNL288W
YPR072W	YNL288W
YOL094C	YNL290W
YOR144C	YNL290W
YOR089C	YNL293W
YPR165W	YNL293W
YOR030W	YNL294C
YOL115W	YNL299W
YPR175W	YNL299W
YOR326W	YNL304W
YPL057C	YNL305C
YNR033W	YNL307C
YOL054W	YNL307C
YOL083W	YNL307C
YOL130W	YNL307C
YOL138C	YNL307C
YPR089W	YNL307C
YPR115W	YNL307C
YPR119W	YNL307C
YPR159W	YNL307C
SNR17A	YNL308C
SNR17B	YNL308C
SNR30	YNL308C
YOL004W	YNL309W
YPL082C	YNL309W
YOL133W	YNL311C
YPR161C	YNL312W
YOL045W	YNL317W
YOR250C	YNL317W
YPR183W	YNL321W
YOL044W	YNL329C
YNR007C	YNL330C
YOL004W	YNL330C
YOR083W	YNL330C
YPL082C	YNL330C
YPL139C	YNL330C
YPL181W	YNL330C
YPR023C	YNL330C
YOR207C	YNR003C
YPR190C	YNR003C
YOL051W	YNR010W
YOL135C	YNR010W
YOR151C	YNR010W
YOR174W	YNR010W
YPL042C	YNR010W
YPR070W	YNR010W
YPR086W	YNR010W
YPR168W	YNR010W
YOR148C	YNR011C
YPL004C	YNR016C
YPL026C	YNR016C
YOR211C	YNR017W
YOR232W	YNR017W
YOR236W	YNR017W
YPL063W	YNR017W
YPL098C	YNR017W
YPR024W	YNR017W
YOR065W	YNR018W
YPR191W	YNR018W
YOR290C	YNR023W
YPL129W	YNR023W
YPL248C	YNR023W
YOL021C	YNR024W
YOL115W	YNR024W
YOL142W	YNR024W
YOR001W	YNR024W
YOR046C	YNR024W
YOR204W	YNR024W
YOR308C	YNR032CA
YOL045W	YNR033W
YOR351C	YNR033W
YOR181W	YNR035C
YNR050C	YNR046W
YOL061W	YNR046W
YOL113W	YNR046W
YOL124C	YNR046W
YPR054W	YNR046W
YOR353C	YNR047W
YOR327C	YNR049C
YPL232W	YNR049C
YOL117W	YNR051C
YOR204W	YNR051C
YOL123W	YNR052C
YOL149W	YNR052C
YPL037C	YNR052C
YPR072W	YNR052C
YOR063W	YNR053C
YOR308C	YNR053C
YPL093W	YNR053C
YPL131W	YNR053C
YPR016C	YNR053C
YOL120C	YNR054C
YOR063W	YNR054C
YOR096W	YNR054C
YOL045W	YNR064C
YOL108C	YNR064C
YOR351C	YNR064C
YPR115W	YOL001W
YPL139C	YOL004W
YPL181W	YOL004W
YPR023C	YOL004W
YPR068C	YOL004W
YOR151C	YOL005C
YOR210W	YOL005C
YOR224C	YOL005C
YPL129W	YOL005C
YPL203W	YOL005C
YPL248C	YOL005C
YPR093C	YOL005C
YPR187W	YOL005C
YPR019W	YOL006C
YPL217C	YOL010W
YOL075C	YOL012C
YOR189W	YOL012C
YPL127C	YOL012C
YPL235W	YOL012C
YOR057W	YOL016C
YOR264W	YOL016C
YPL138C	YOL016C
YPL166W	YOL016C
YPR036W	YOL016C
YPR169W	YOL016C
YPR187W	YOL016C
YOL051W	YOL017W
YOR099W	YOL018C
YOR320C	YOL018C
YOR327C	YOL018C
YPL218W	YOL018C
YPL232W	YOL018C
YPR183W	YOL018C
YOL142W	YOL021C
YOR001W	YOL021C
YOR076C	YOL021C
YOL133W	YOL025W
YPR125W	YOL027C
YPL153C	YOL028C
YPL240C	YOL029C
YOR261C	YOL038W
YOR362C	YOL038W
YPL144W	YOL038W
YPR103W	YOL038W
YOL100W	YOL041C
YOR208W	YOL041C
YOR233W	YOL041C
YPL093W	YOL041C
YPL141C	YOL041C
YOR184W	YOL045W
YOR335C	YOL045W
YPL077C	YOL045W
YPR035W	YOL045W
YOL135C	YOL051W
YOR224C	YOL051W
YOR290C	YOL051W
YPL042C	YOL051W
YPL082C	YOL051W
YPL129W	YOL051W
YPL248C	YOL051W
YPR025C	YOL051W
YPR034W	YOL051W
YPR070W	YOL051W
YPR086W	YOL051W
YPR168W	YOL051W
YPR187W	YOL051W
YPR120C	YOL054W
YPL259C	YOL062C
YPL150W	YOL066C
YOL108C	YOL067C
YOR279C	YOL068C
YPL018W	YOL069W
YPL174C	YOL069W
YPR141C	YOL069W
YOR257W	YOL072W
YOR223W	YOL073C
YOR063W	YOL076W
YPR131C	YOL076W
YOR063W	YOL077C
YOR272W	YOL077C
YOR294W	YOL077C
YPL043W	YOL077C
YPL093W	YOL077C
YPL211W	YOL077C
YPR016C	YOL077C
YPR143W	YOL077C
YPL106C	YOL081W
YPL204W	YOL081W
YOL100W	YOL082W
YOR231W	YOL082W
YOR351C	YOL082W
YPL141C	YOL082W
YPL153C	YOL082W
YPL204W	YOL082W
YPR049C	YOL082W
YPL204W	YOL083W
YPR049C	YOL083W
YOL145C	YOL086C
YOR123C	YOL086C
YOR357C	YOL086C
YPR117W	YOL088C
YOR033C	YOL090W
YPL022W	YOL090W
YOR177C	YOL091W
YOR373W	YOL091W
YOR144C	YOL094C
YOR125C	YOL096C
YOR117W	YOL100W
YOR260W	YOL100W
YPL077C	YOL100W
YPL133C	YOL100W
YPR083W	YOL100W
YPL200W	YOL104C
YOR344C	YOL108C
YOR007C	YOL111C
YOR164C	YOL111C
YPL174C	YOL111C
YPL169C	YOL113W
YPL146C	YOL115W
YOL139C	YOL117W
YOR361C	YOL117W
YPL096W	YOL117W
YPL140C	YOL123W
YPR072W	YOL123W
YPR086W	YOL123W
YPR106W	YOL123W
YPL180W	YOL126C
YPL037C	YOL127W
YPL169C	YOL127W
YPL201C	YOL128C
YOR080W	YOL133W
YPR019W	YOL133W
YOR174W	YOL135C
YPL248C	YOL135C
YPR070W	YOL135C
YPR168W	YOL135C
YOR204W	YOL139C
YOR276W	YOL139C
YOR359W	YOL139C
YOR361C	YOL139C
YPR129W	YOL139C
YOR001W	YOL142W
YOR076C	YOL142W
YOR001W	YOL144W
YPL131W	YOL144W
YPL211W	YOL144W
YOR123C	YOL145C
YPR019W	YOL146W
YPR135W	YOL146W
YPL203W	YOL147C
YPL047W	YOL148C
YPL082C	YOL148C
YPL248C	YOL148C
YPL254W	YOL148C
YPL204W	YOL149W
YPL220W	YOL149W
YOR076C	YOR001W
YOR145C	YOR001W
YPL146C	YOR001W
YPL190C	YOR001W
SNR17A	YOR004W
SNR17B	YOR004W
SNR30	YOR004W
YOR164C	YOR007C
YPL106C	YOR007C
YOR073W	YOR014W
YOR233W	YOR014W
YPL152W	YOR014W
YPL248C	YOR023C
YPL106C	YOR027W
YPL240C	YOR027W
YPR106W	YOR027W
YPL046C	YOR028C
YOR132W	YOR034C
YOR171C	YOR034C
YOR357C	YOR034C
YOR326W	YOR035C
YPL151C	YOR036W
YOR290C	YOR038C
YPL082C	YOR038C
YPR119W	YOR038C
YOR061W	YOR039W
YOR119C	YOR039W
YPR104C	YOR039W
YPL122C	YOR046C
YPL140C	YOR046C
YOR061W	YOR054C
YOR145C	YOR056C
YOR204W	YOR056C
YPL012W	YOR056C
YPL204W	YOR056C
YPL266W	YOR056C
YPR103W	YOR056C
YPL240C	YOR057W
YOR267C	YOR061W
YOR294W	YOR061W
YOR341W	YOR061W
YPR181C	YOR061W
YOR253W	YOR063W
YOR294W	YOR063W
YOR310C	YOR063W
YPL037C	YOR063W
YPL093W	YOR063W
YPL146C	YOR063W
YPL210C	YOR063W
YPL243W	YOR063W
YPR016C	YOR063W
YPR051W	YOR063W
YPR088C	YOR063W
YPL129W	YOR064C
YPR191W	YOR065W
YOR132W	YOR069W
YOR153W	YOR071C
YPR189W	YOR076C
YOR310C	YOR078W
YPR019W	YOR080W
YPL116W	YOR083W
YPL153C	YOR083W
YPR068C	YOR083W
YOR103C	YOR085W
YOR370C	YOR089C
YOR129C	YOR094W
YOR216C	YOR094W
YOR265W	YOR095C
YOR340C	YOR096W
YPR072W	YOR096W
YOR160W	YOR098C
YPL169C	YOR098C
YPL045W	YOR106W
YPL057C	YOR106W
YPL195W	YOR106W
YPR171W	YOR109W
YPR181C	YOR115C
YOR207C	YOR116C
YOR224C	YOR116C
YPR190C	YOR116C
YOR259C	YOR117W
YPL204W	YOR117W
YPL248C	YOR117W
YPL249C	YOR117W
YPR108W	YOR117W
YPR141C	YOR117W
YPR199C	YOR117W
YOR198C	YOR119C
YPL012W	YOR119C
YPL146C	YOR119C
YPR036W	YOR119C
YPR082C	YOR119C
YOR138C	YOR124C
YPL256C	YOR127W
YPR171W	YOR132W
YPR165W	YOR134W
YOR189W	YOR141C
YOR290C	YOR141C
YPL082C	YOR141C
YPL129W	YOR141C
YPL204W	YOR141C
YPL209C	YOR141C
YPL235W	YOR141C
YOR156C	YOR144C
YOR191W	YOR144C
YPL266W	YOR145C
YOR210W	YOR151C
YOR224C	YOR151C
YPL129W	YOR151C
YPL137C	YOR151C
YPL203W	YOR151C
YPR187W	YOR151C
YPR149W	YOR153W
YPL204W	YOR155C
YPL020C	YOR156C
YPL269W	YOR156C
YOR261C	YOR157C
YOR362C	YOR157C
YPL144W	YOR157C
YPR103W	YOR157C
YPL213W	YOR159C
YPR182W	YOR159C
YPR028W	YOR165W
YPL042C	YOR174W
YPL082C	YOR174W
YPL248C	YOR174W
YPR070W	YOR174W
YPR168W	YOR174W
YOR257W	YOR176W
YOR373W	YOR177C
YPL204W	YOR178C
YPR154W	YOR181W
YPR159W	YOR181W
YOR250C	YOR185C
YPR052C	YOR187W
YPL129W	YOR189W
YPL235W	YOR189W
YOR269W	YOR191W
YPL082C	YOR191W
YPL269W	YOR191W
YPR016C	YOR192CC
YPL112C	YOR193W
YPR086W	YOR194C
YPR018W	YOR195W
YPL042C	YOR198C
YPL255W	YOR198C
YPR106W	YOR198C
YPL141C	YOR201C
YPL204W	YOR204W
YPR119W	YOR204W
YOR267C	YOR206W
YOR272W	YOR206W
YPL093W	YOR206W
YPR016C	YOR206W
YOR210W	YOR207C
YOR224C	YOR207C
YPR110C	YOR207C
YPR187W	YOR207C
YPR190C	YOR207C
YOR224C	YOR210W
YOR340C	YOR210W
YOR341W	YOR210W
YPL203W	YOR210W
YPR010C	YOR210W
YPR093C	YOR210W
YOR281C	YOR212W
YPR165W	YOR212W
YPR018W	YOR213C
YOR357C	YOR219C
YOR340C	YOR224C
YOR341W	YOR224C
YPL203W	YOR224C
YPL228W	YOR224C
YPR093C	YOR224C
YPR187W	YOR224C
YOR230W	YOR229W
YOR283W	YOR229W
YPL201C	YOR231W
YOR294W	YOR233W
YOR373W	YOR233W
YPL093W	YOR233W
YPL150W	YOR238W
YPL082C	YOR244W
YPR023C	YOR244W
YPR086W	YOR250C
YPL093W	YOR252W
YOR324C	YOR254C
YPL094C	YOR254C
YOR259C	YOR257W
YPL180W	YOR257W
YPR103W	YOR257W
YPL248C	YOR259C
YPR108W	YOR259C
YPL141C	YOR260W
YPL237W	YOR260W
YOR362C	YOR261C
YPR103W	YOR261C
YPR108W	YOR261C
YOR272W	YOR267C
YOR294W	YOR267C
YPL093W	YOR267C
YPL260W	YOR267C
YPR016C	YOR267C
YPR143W	YOR267C
YOR332W	YOR270C
YPL234C	YOR270C
YPR036W	YOR270C
YPL093W	YOR272W
YPL211W	YOR272W
