Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed8_optimalForest.sif	31	17	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed5_optimalForest.sif	33	19	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.02_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed6_optimalForest.sif	29	16	13	24
cdc14_prizes_beta2.5_omega0.01_mu0.02_seed3_optimalForest.sif	31	18	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed8_optimalForest.sif	33	19	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed6_optimalForest.sif	34	20	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed2_optimalForest.sif	32	18	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed3_optimalForest.sif	32	18	14	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed4_optimalForest.sif	31	17	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.0_omega0.01_mu0.02_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed7_optimalForest.sif	31	17	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.02_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.0_omega0.01_mu0.02_seed10_optimalForest.sif	31	17	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed1_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.02_seed2_optimalForest.sif	32	18	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.03_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed4_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed2_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed5_optimalForest.sif	21	13	8	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed6_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed6_optimalForest.sif	23	14	9	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed3_optimalForest.sif	28	17	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed1_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed4_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed5_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed5_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed10_optimalForest.sif	30	19	11	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed9_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed7_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed6_optimalForest.sif	31	20	11	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed9_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed10_optimalForest.sif	29	16	13	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed7_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed3_optimalForest.sif	27	17	10	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed3_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed2_optimalForest.sif	29	18	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.03_seed8_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed10_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.03_seed8_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.0_omega0.01_mu0.03_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed9_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed1_optimalForest.sif	30	16	14	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.03_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed9_optimalForest.sif	25	15	10	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed1_optimalForest.sif	21	13	8	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed4_optimalForest.sif	27	17	10	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed5_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed2_optimalForest.sif	23	14	9	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed1_optimalForest.sif	29	16	13	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed3_optimalForest.sif	29	16	13	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed8_optimalForest.sif	21	13	8	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed2_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed2_optimalForest.sif	34	20	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed7_optimalForest.sif	25	15	10	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed2_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed1_optimalForest.sif	31	17	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed6_optimalForest.sif	33	19	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed8_optimalForest.sif	32	18	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed4_optimalForest.sif	33	19	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed4_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed8_optimalForest.sif	31	17	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed6_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed10_optimalForest.sif	30	16	14	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed7_optimalForest.sif	32	18	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed1_optimalForest.sif	33	19	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed2_optimalForest.sif	31	17	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.03_seed10_optimalForest.sif	23	14	9	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed6_optimalForest.sif	29	16	13	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed7_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed3_optimalForest.sif	30	16	14	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed7_optimalForest.sif	29	16	13	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed9_optimalForest.sif	30	16	14	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed5_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.0_omega0.01_mu0.03_seed10_optimalForest.sif	31	17	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.5_omega0.01_mu0.03_seed8_optimalForest.sif	29	16	13	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.03_seed4_optimalForest.sif	30	16	14	24
cdc14_prizes_beta0.5_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed1_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed10_optimalForest.sif	21	14	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed4_optimalForest.sif	18	11	7	24
cdc14_prizes_beta4.5_omega0.01_mu0.03_seed8_optimalForest.sif	30	16	14	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed6_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed8_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed3_optimalForest.sif	19	12	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed5_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed7_optimalForest.sif	19	12	7	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta2.0_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed7_optimalForest.sif	18	11	7	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.04_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed5_optimalForest.sif	20	13	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed4_optimalForest.sif	18	11	7	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed5_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed9_optimalForest.sif	30	18	12	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed9_optimalForest.sif	18	11	7	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed10_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed8_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed6_optimalForest.sif	19	12	7	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed9_optimalForest.sif	26	15	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed2_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed10_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed1_optimalForest.sif	18	11	7	24
cdc14_prizes_beta2.5_omega0.01_mu0.04_seed2_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed3_optimalForest.sif	18	11	7	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed8_optimalForest.sif	28	17	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed1_optimalForest.sif	28	17	11	24
cdc14_prizes_beta3.0_omega0.01_mu0.04_seed8_optimalForest.sif	19	12	7	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed2_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed10_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed7_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed2_optimalForest.sif	23	14	9	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed3_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed3_optimalForest.sif	26	15	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed6_optimalForest.sif	30	19	11	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed5_optimalForest.sif	25	15	10	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed4_optimalForest.sif	26	16	10	24
cdc14_prizes_beta3.5_omega0.01_mu0.04_seed7_optimalForest.sif	29	18	11	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed6_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed5_optimalForest.sif	27	15	12	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed10_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed1_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed6_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.0_omega0.01_mu0.04_seed4_optimalForest.sif	30	19	11	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed1_optimalForest.sif	29	16	13	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed5_optimalForest.sif	29	16	13	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed2_optimalForest.sif	29	16	13	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed4_optimalForest.sif	29	16	13	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed6_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed4_optimalForest.sif	28	16	12	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed3_optimalForest.sif	31	17	14	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed7_optimalForest.sif	29	16	13	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed3_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed8_optimalForest.sif	29	16	13	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed9_optimalForest.sif	29	16	13	24
cdc14_prizes_beta4.5_omega0.01_mu0.04_seed9_optimalForest.sif	27	15	12	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed7_optimalForest.sif	29	16	13	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed10_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed3_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.0_omega0.01_mu0.05_seed9_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed8_optimalForest.sif	30	17	13	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed2_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.1_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.05_seed8_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.05_seed1_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.05_seed4_optimalForest.sif	0	0	0	24
cdc14_prizes_beta1.5_omega0.01_mu0.05_seed5_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed1_optimalForest.sif	29	16	13	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta0.5_omega0.01_mu0.05_seed7_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed2_optimalForest.sif	31	18	13	24
cdc14_prizes_beta1.5_omega0.01_mu0.05_seed6_optimalForest.sif	0	0	0	24
cdc14_prizes_beta5.0_omega0.01_mu0.04_seed10_optimalForest.sif	30	17	13	24
